pid,title,journal_title,year,period_3,author_position,author_name,inferred_gender,female_probability,classifier,classifier_version,census_year,threshold
S2236-57102025000101610,"ATIVISMOS NA PANDEMIA E SENTIDOS DA DOAÇÃO: FILANTROPIA, CIVISMO E CIDADANIA",Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Jonatha Vasconcelos Santos,Masculino,0.006913490402983717,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101610,"ATIVISMOS NA PANDEMIA E SENTIDOS DA DOAÇÃO: FILANTROPIA, CIVISMO E CIDADANIA",Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Wilson José Ferreira de Oliveira,Masculino,0.0027531094300088928,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101700,DESCENTRALIZAÇÃO FISCAL E GOVERNANÇA ORÇAMENTÁRIA: UMA ANÁLISE DOS MUNICÍPIOS PAULISTAS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Raphael Guilherme Araujo Torrezan,Masculino,0.005255710531635335,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101700,DESCENTRALIZAÇÃO FISCAL E GOVERNANÇA ORÇAMENTÁRIA: UMA ANÁLISE DOS MUNICÍPIOS PAULISTAS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Claudio Cesar de Paiva,Masculino,0.004602670383919882,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101701,PANORAMA DOS ESTUDOS SOBRE A RESILIÊNCIA FINANCEIRA APLICADA À GESTÃO DE RECURSOS PÚBLICOS NOS GOVERNOS LOCAIS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Mariana Barros Teixeira,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101701,PANORAMA DOS ESTUDOS SOBRE A RESILIÊNCIA FINANCEIRA APLICADA À GESTÃO DE RECURSOS PÚBLICOS NOS GOVERNOS LOCAIS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Nálbia de Araújo Santos,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101701,PANORAMA DOS ESTUDOS SOBRE A RESILIÊNCIA FINANCEIRA APLICADA À GESTÃO DE RECURSOS PÚBLICOS NOS GOVERNOS LOCAIS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,3,Liliana Marques Pimentel,Feminino,0.9961303637458079,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101702,ARRANJOS FEDERATIVOS E FEDERALISMO FISCAL: UMA PROPOSTA DE FUSÃO MUNICIPAL NO BRASIL,Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Amarando Francisco Dantas Junior,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101702,ARRANJOS FEDERATIVOS E FEDERALISMO FISCAL: UMA PROPOSTA DE FUSÃO MUNICIPAL NO BRASIL,Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Josedilton Alves Diniz,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101703,O ORÇAMENTO SENSÍVEL A GÊNERO NO BRASIL: UMA IMPLEMENTAÇÃO DESCONTINUADA E INCOMPLETA (2003-2023),Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Clara Marinho,Feminino,0.9946819455215967,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101703,O ORÇAMENTO SENSÍVEL A GÊNERO NO BRASIL: UMA IMPLEMENTAÇÃO DESCONTINUADA E INCOMPLETA (2003-2023),Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Ursula Peres,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101704,Orçamento e controle nos governos locais sob os paradigmas em desenvolvimento no campo da administração pública,Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Emanuele Padovani,Feminino,0.9922580645161291,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101704,Orçamento e controle nos governos locais sob os paradigmas em desenvolvimento no campo da administração pública,Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,André Lino,Masculino,0.00615716223630992,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101705,ORÇAMENTO E FINANÇAS PÚBLICAS NO BRASIL CONTEMPORÂNEO: DIAGNÓSTICOS E DESAFIOS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,1,Ana Rita Silva Sacramento,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101705,ORÇAMENTO E FINANÇAS PÚBLICAS NO BRASIL CONTEMPORÂNEO: DIAGNÓSTICOS E DESAFIOS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,2,Fabiano Maury Raupp,Masculino,0.005769658547436325,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101705,ORÇAMENTO E FINANÇAS PÚBLICAS NO BRASIL CONTEMPORÂNEO: DIAGNÓSTICOS E DESAFIOS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,3,Cláudia Ferreira da Cruz,Feminino,0.9953587526610611,genderBR::get_gender,1.4.0,2022,0.9
S2236-57102025000101705,ORÇAMENTO E FINANÇAS PÚBLICAS NO BRASIL CONTEMPORÂNEO: DIAGNÓSTICOS E DESAFIOS,Cadernos Gestão Pública e Cidadania,2025,2019-2025,4,Ricardo Rocha de Azevedo,Masculino,0.0036408077751265786,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000100001,Argumentos para uma dissociação da filosofia política de Thomas Hobbes da tradição realista,Contexto Internacional,2005,2005-2011,1,Iara Costa Leite,Feminino,0.9952937982215988,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000100002,Regimes internacionais e o contencioso das patentes para medicamentos: estratégias para países em desenvolvimento,Contexto Internacional,2005,2005-2011,1,Gabriel Cepaluni,Masculino,0.00841873571180299,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000100004,Poder inteligente: a questão do HIV/AIDS na política externa Brasileira,Contexto Internacional,2005,2005-2011,1,Alex Giacomelli da Silva,Masculino,0.00793707373874195,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000100005,O Desempenho dos congressos Argentino e Brasileiro em perspectiva comparada,Contexto Internacional,2005,2005-2011,1,Simone Diniz,Feminino,0.9961879460010503,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200001,Teoria crítica em relações internacionais,Contexto Internacional,2005,2005-2011,1,Marco Antonio de Meneses Silva,Masculino,0.003497610312242155,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200002,"Além do ocidente, além do estado e muito além da moral: por uma política eticamente responsável em relação à diferença - o caso Ruandês",Contexto Internacional,2005,2005-2011,1,Ana Cristina Araújo Alves,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200003,Os Estados Unidos e as relações internacionais contemporâneas,Contexto Internacional,2005,2005-2011,1,Luis Fernando Ayerbe,Masculino,0.00523837530435903,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200004,Autonomia e relevância dos regimes,Contexto Internacional,2005,2005-2011,1,Gustavo Seignemartin de Carvalho,Masculino,0.006935120413433656,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200005,Parlamentos supranacionais na Europa e na América Latina: entre o fortalecimento e a irrelevância,Contexto Internacional,2005,2005-2011,1,Andrés Malamud,Masculino,0.03386351975371986,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200005,Parlamentos supranacionais na Europa e na América Latina: entre o fortalecimento e a irrelevância,Contexto Internacional,2005,2005-2011,2,Luís de Sousa,Masculino,0.00523837530435903,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200006,Taming the sovereigns,Contexto Internacional,2005,2005-2011,1,Marcelo Valença,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292005000200007,Genocídio: a retórica americana em questão,Contexto Internacional,2005,2005-2011,1,Maurício Santoro,Masculino,0.0035636993887490907,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100001,O sistema político dos EUA: implicações para suas políticas externa e de defesa,Contexto Internacional,2006,2005-2011,1,Antonio Jorge Ramalho da Rocha,Masculino,0.0044955722517663246,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100002,"Dom Quixote reencontra Sancho Pança: relações internacionais e direito internacional antes, durante e depois da Guerra Fria",Contexto Internacional,2006,2005-2011,1,Igor Abdalla Medina de Souza,Masculino,0.005879112808460635,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100003,Será que as laranjas e a cana-de-açúcar da Flórida azedam o livre comércio? uma análise de ratificação de nível II da política comercial dos Estados Unidos com o Brasil,Contexto Internacional,2006,2005-2011,1,Mark Langevin,Masculino,0.02071563088512241,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100004,Identidade como fonte de conflito: Ucrânia e Rússia no pós-URSS,Contexto Internacional,2006,2005-2011,1,Fabiano Mielniczuk,Masculino,0.005769658547436325,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100005,"Constructivism in international relations, the politics of reality",Contexto Internacional,2006,2005-2011,1,Mariana de Oliveira Barros,Feminino,0.9950172878639638,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000100006,Trading voices: the European Union in international commercial negotiations,Contexto Internacional,2006,2005-2011,1,Rogério de Souza Farias,Masculino,0.0028671612424110184,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200001,Ganhos relativos ou política doméstica? Os tratados do Canal do Panamá como um jogo de dois níveis,Contexto Internacional,2006,2005-2011,1,Rafael Duarte Villa,Masculino,0.006419174621931684,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200001,Ganhos relativos ou política doméstica? Os tratados do Canal do Panamá como um jogo de dois níveis,Contexto Internacional,2006,2005-2011,2,Fábio Cereda Cordeiro,Masculino,0.0038177332508959067,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200002,"A crise da Liga das Nações de 1926: realismo neoclássico, multilateralismo e a natureza da política externa brasileira",Contexto Internacional,2006,2005-2011,1,Braz Baracuhy,Masculino,0.0024053452115812917,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200003,Um novo bipolarismo: notas metodológicas para a definição do sistema internacional,Contexto Internacional,2006,2005-2011,1,Ademar Seabra da Cruz Jr.,Masculino,0.003664798338102144,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200004,"Coalizões Sul-Sul e multilateralismo: Índia, Brasil e África do Sul",Contexto Internacional,2006,2005-2011,1,Amâncio Jorge Nunes de Oliveira,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200004,"Coalizões Sul-Sul e multilateralismo: Índia, Brasil e África do Sul",Contexto Internacional,2006,2005-2011,2,Janina Onuki,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200004,"Coalizões Sul-Sul e multilateralismo: Índia, Brasil e África do Sul",Contexto Internacional,2006,2005-2011,3,Emmanuel de Oliveira,Masculino,0.007984790874524715,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292006000200005,Relacionamentos multilaterais na unipolaridade: uma discussão teórica realista,Contexto Internacional,2006,2005-2011,1,Eugenio Diniz,Masculino,0.0038260257707023178,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000100002,Internacionalização e ativismo judicial: causas políticas e causas jurídicas nas décadas de 1990 e 2000,Contexto Internacional,2007,2005-2011,1,Fabiano Engelmann,Masculino,0.005769658547436325,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000100003,Relações internacionais do Mundo Árabe (1954-2004): os desafios para a realização da utopia pan-arabista,Contexto Internacional,2007,2005-2011,1,Silvia Ferabolli,Feminino,0.996694535186313,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000100004,A ação externa dos governos subnacionais no Brasil: os casos do Rio Grande do Sul e de Porto Alegre. Um estudo comparativo de dois tipos de atores mistos,Contexto Internacional,2007,2005-2011,1,Mónica Salomón,Feminino,0.9965231415301319,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000100004,A ação externa dos governos subnacionais no Brasil: os casos do Rio Grande do Sul e de Porto Alegre. Um estudo comparativo de dois tipos de atores mistos,Contexto Internacional,2007,2005-2011,2,Carmen Nunes,Feminino,0.9965257551801614,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000100005,Deus está do nosso lado: excepcionalismo e religião nos EUA,Contexto Internacional,2007,2005-2011,1,Carlos da Fonseca,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200001,A ordem econômico-comercial internacional: uma análise da evolução do sistema multilateral de comércio e da participação da diplomacia econômica brasileira no cenário mundial,Contexto Internacional,2007,2005-2011,1,Ivan Tiago Machado Oliveira,Masculino,0.006965430212864876,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200002,A política externa de Lula da Silva: a estratégia da autonomia pela diversificação,Contexto Internacional,2007,2005-2011,1,Tullo Vigevani,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200002,A política externa de Lula da Silva: a estratégia da autonomia pela diversificação,Contexto Internacional,2007,2005-2011,2,Gabriel Cepaluni,Masculino,0.00841873571180299,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200003,O processo de institucionalização da condicionalidade política na União Européia e sua eficácia como um instrumento de promoção da democracia,Contexto Internacional,2007,2005-2011,1,Andrea Ribeiro Hoffmann,Feminino,0.9926044696348224,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200003,O processo de institucionalização da condicionalidade política na União Européia e sua eficácia como um instrumento de promoção da democracia,Contexto Internacional,2007,2005-2011,2,Danilo Marcondes de Souza Neto,Masculino,0.005161889711819816,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200004,Lógicas de centro versus dinâmicas de margens: a questão subnacional na União Européia,Contexto Internacional,2007,2005-2011,1,Marcelo de Almeida Medeiros,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200004,Lógicas de centro versus dinâmicas de margens: a questão subnacional na União Européia,Contexto Internacional,2007,2005-2011,2,Amanda Aires Vieira,Feminino,0.9953586276699988,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292007000200005,"Justiça transicional na África do Sul: restaurando o passado, construindo o futuro",Contexto Internacional,2007,2005-2011,1,Simone Martins Rodrigues Pinto,Feminino,0.9961879460010503,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000100001,Protocolo de Quioto e as possibilidades de inserção do Brasil no Mecanismo de Desenvolvimento Limpo por meio de projetos em energia limpa,Contexto Internacional,2008,2005-2011,1,Helena Margarido Moreira,Feminino,0.9949479226404068,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000100001,Protocolo de Quioto e as possibilidades de inserção do Brasil no Mecanismo de Desenvolvimento Limpo por meio de projetos em energia limpa,Contexto Internacional,2008,2005-2011,2,Analúcia Bueno dos Reis Giometti,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000100003,Poder Legislativo e política externa: um estudo sobre a influência do Congresso Nacional do Chile na formulação da política comercial durante a década de 1990,Contexto Internacional,2008,2005-2011,1,Flávio Leão Pinheiro,Masculino,0.005258029152624954,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000100004,O debate cosmopolitismo x comunitarismo sobre direitos humanos e a esquizofrenia das relações internacionais,Contexto Internacional,2008,2005-2011,1,Leonardo Carvalho Braga,Masculino,0.005328296056425968,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000100005,O tema da guerra na Escola Inglesa das Relações Internacionais,Contexto Internacional,2008,2005-2011,1,Maikel Trento,Masculino,0.011091393078970719,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200001,Acordem! Nossos relógios estão lentos em relação ao nosso tempo,Contexto Internacional,2008,2005-2011,1,Ken Booth,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200002,"Soberania imperial, espaços de exceção e o campo de Guantánamo: desterritorialização e confinamento na ""guerra contra o terror""",Contexto Internacional,2008,2005-2011,1,José María Gómez,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200003,"""Nosso Darfur, Darfur deles"": a política desviante do Sudão e a nascente ""limpeza étnica"" em uma emergente anarquia Africana",Contexto Internacional,2008,2005-2011,1,Isiaka Alani Badmus,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200004,A segurança energética da China e as reações dos EUA,Contexto Internacional,2008,2005-2011,1,Diego Pautasso,Masculino,0.004672978329187016,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200004,A segurança energética da China e as reações dos EUA,Contexto Internacional,2008,2005-2011,2,Lucas Kerr de Oliveira,Masculino,0.006964462086058777,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200005,Treze passos para o juízo final: a nova era do desarmamento nuclear dos Estados Unidos e da Rússia,Contexto Internacional,2008,2005-2011,1,Diego Santos Vieira de Jesus,Masculino,0.004672978329187016,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200006,A União Européia: uma comunidade em construção,Contexto Internacional,2008,2005-2011,1,Sonia de Camargo,Feminino,0.9963053350220876,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200007,A necessidade é a maior virtude: o pensamento realista nas Relações Internacionais,Contexto Internacional,2008,2005-2011,1,José Alexandre Altahyde Hage,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000200008,"Surprise, security, and the american experience",Contexto Internacional,2008,2005-2011,1,Carlos Gustavo Poggio Teixeira,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300001,O debate entre comunitaristas e cosmopolitas e as teorias de Relações Internacionais: Rawls como uma via média,Contexto Internacional,2008,2005-2011,1,Feliciano de Sá Guimarães,Masculino,0.00448681996634885,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300002,Disputas comerciais e magnanimidade: um estudo do mecanismo de solução de controvérsias da Organização Mundial de Comércio à luz da teoria dos movimentos,Contexto Internacional,2008,2005-2011,1,Cristiane de Andrade Lucena Carneiro,Feminino,0.9954881866885184,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300003,"Contenciosos brasileiros na Organização Mundial do Comércio (OMC): pauta comercial, política e instituições",Contexto Internacional,2008,2005-2011,1,Daniel Arbix,Masculino,0.006345824743137466,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300004,O Brasil e o Grão Caribe: fundamentos para uma nova agenda de trabalho,Contexto Internacional,2008,2005-2011,1,Carlos Federico Domínguez Avila,Masculino,0.004324201148598975,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300005,As diferentes percepções na Argentina sobre o Mercosul,Contexto Internacional,2008,2005-2011,1,Miriam Gomes Saraiva,Feminino,0.9953922032295115,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300006,Os Think Tanks e sua influência na política externa dos EUA: a arte de pensar o impensável,Contexto Internacional,2008,2005-2011,1,Maurício Santoro,Masculino,0.0035636993887490907,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292008000300007,Coalizões Sul-Sul e negociações multilaterais,Contexto Internacional,2008,2005-2011,1,Pedro Feliú Ribeiro,Masculino,0.006652598557813649,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100001,ONU e segurança coletiva no século XXI: tensões entre autoridade política e exercício efetivo da coerção,Contexto Internacional,2009,2005-2011,1,Dawisson Belém Lopes,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100001,ONU e segurança coletiva no século XXI: tensões entre autoridade política e exercício efetivo da coerção,Contexto Internacional,2009,2005-2011,2,Guilherme Stolle Paixão e Casarões,Masculino,0.007027704120642254,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100002,Armas estratégicas e poder no sistema internacional: o advento das armas de energia direta e seu impacto potencial sobre a guerra e a distribuição multipolar de capacidades,Contexto Internacional,2009,2005-2011,1,Fabrício Schiavo Ávila,Masculino,0.005639358500352837,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100002,Armas estratégicas e poder no sistema internacional: o advento das armas de energia direta e seu impacto potencial sobre a guerra e a distribuição multipolar de capacidades,Contexto Internacional,2009,2005-2011,2,José Miguel Martins,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100002,Armas estratégicas e poder no sistema internacional: o advento das armas de energia direta e seu impacto potencial sobre a guerra e a distribuição multipolar de capacidades,Contexto Internacional,2009,2005-2011,3,Marco Cepik,Masculino,0.003497610312242155,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100003,Delegação e integração regional: aspectos teóricos do paradigma principal-agente aplicado ao sistema europeu,Contexto Internacional,2009,2005-2011,1,Cinthia Regina Campos,Feminino,0.9975159687721789,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100004,Impacto dos fatores macro e microeconômicos nas relações comerciais: o caso da Argentina e do Brasil,Contexto Internacional,2009,2005-2011,1,Marta Bekerman,Feminino,0.9955896584364969,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100004,Impacto dos fatores macro e microeconômicos nas relações comerciais: o caso da Argentina e do Brasil,Contexto Internacional,2009,2005-2011,2,Haroldo Montagu,Masculino,0.001832005129614363,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100005,"Desequilíbrios norte-americanos, novas práticas comerciais e enfraquecimento do dólar",Contexto Internacional,2009,2005-2011,1,Henrique Tomé da Costa Mata,Masculino,0.00656349180381507,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000100005,"Desequilíbrios norte-americanos, novas práticas comerciais e enfraquecimento do dólar",Contexto Internacional,2009,2005-2011,2,Bouzid Izerrougene,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200001,"Participação do setor privado na governança ambiental global: Evolução, contribuições e obstáculos",Contexto Internacional,2009,2005-2011,1,Jose Célio Silveira Andrade,Masculino,0.004439709786646096,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200002,Meio ambiente e comércio internacional: Relação sustentável ou opostos inconciliáveis? Argumentos ambientalistas e pró-comércio do debate,Contexto Internacional,2009,2005-2011,1,Fábio Albergaria de Queiroz,Masculino,0.0038177332508959067,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200003,Nation-building e segurança internacional: Um debate em construção,Contexto Internacional,2009,2005-2011,1,Aureo de Toledo Gomes,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200004,"Política, emancipação e humanitarismo: Uma leitura crítica da escola inglesa sobre a questão da intervenção humanitária",Contexto Internacional,2009,2005-2011,1,Marcelo Mello Valença,Masculino,0.003919299056792599,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200005,A pós-graduação em relações internacionais no Brasil,Contexto Internacional,2009,2005-2011,1,Norma Breda dos Santos,Feminino,0.9952,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000200005,A pós-graduação em relações internacionais no Brasil,Contexto Internacional,2009,2005-2011,2,Fúlvio Eduardo Fonseca,Masculino,0,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300001,Os efeitos da transnacionalização sobre a governança regional: o caso da conflituosa implantação da indústria de celulose no cone sul da América,Contexto Internacional,2009,2005-2011,1,Deisy Ventura,Feminino,1,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300001,Os efeitos da transnacionalização sobre a governança regional: o caso da conflituosa implantação da indústria de celulose no cone sul da América,Contexto Internacional,2009,2005-2011,2,Iagê Zendron Miola,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300002,Sudão: entre a promessa de paz no sul e a incerteza da guerra no Darfur,Contexto Internacional,2009,2005-2011,1,Daniela Nascimento,Feminino,0.9961311897466034,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300003,O papel de síntese da escola de Copenhague nos estudos de segurança internacional,Contexto Internacional,2009,2005-2011,1,Marina Guedes Duque,Feminino,0.9954062731538652,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300004,Da redução da incerteza estratégica à perpetuação da exclusão: a relevância dos fatores ideacionais na análise de política externa,Contexto Internacional,2009,2005-2011,1,Diego Santos Vieira de Jesus,Masculino,0.004672978329187016,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292009000300005,Soberania e modernização no Brasil: pensamento de política externa no segundo reinado e na primeira república,Contexto Internacional,2009,2005-2011,1,Luiz Feldman,Masculino,0.005127713471220839,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100001,Por que ler Hobbes como um teórico de segurança internacional?,Contexto Internacional,2010,2005-2011,1,R. B. J Walker,Não classificado,NA,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100002,"Epistemologia, história e estudos estratégicos: Clausewitz versus Keegan",Contexto Internacional,2010,2005-2011,1,Eugenio Diniz,Masculino,0.0038260257707023178,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100003,Atuação da OTAN no pós-Guerra Fria: implicações para a segurança internacional e para a ONU,Contexto Internacional,2010,2005-2011,1,Juliana Bertazzo,Feminino,0.9957253460632923,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100004,Securitização das mudanças climáticas: o papel da União Europeia,Contexto Internacional,2010,2005-2011,1,Luciana Mendes Barbosa,Feminino,0.9952083072381331,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100004,Securitização das mudanças climáticas: o papel da União Europeia,Contexto Internacional,2010,2005-2011,2,Matilde de Souza,Feminino,0.9929058538148199,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100005,Hegemonia e imperialismo: caracterizações da ordem mundial capitalista após a Segunda Guerra Mundial,Contexto Internacional,2010,2005-2011,1,Ana Saggioro Garcia,Feminino,0.9952644574728071,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100006,Os discursos de Tony Blair: o conceito de terrorismo e as instabilidades de suas estruturas,Contexto Internacional,2010,2005-2011,1,Cristiano Garcia Mendes,Masculino,0.005178331511126341,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000100007,Aporia e trauma na crise de significados do Onze de Setembro,Contexto Internacional,2010,2005-2011,1,Erica Simone Almeida Resende,Feminino,0.9952928428346332,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000200001,"Escavando a ""comunidade internacional"": por uma arqueologia do conhecimento metafórico",Contexto Internacional,2010,2005-2011,1,Nicholas Onuf,Masculino,0.007546030787805615,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000200002,"Para além da paz liberal? respostas ao ""retrocesso""",Contexto Internacional,2010,2005-2011,1,Oliver P Richmond,Masculino,0.010313053029840728,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000200003,Distanciamento versus engajamento: alguns aportes conceituais para a análise da inserção do multilateralismo brasileiro (1945-1990),Contexto Internacional,2010,2005-2011,1,Antônio Carlos Lessa,Masculino,0.0044955722517663246,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000200003,Distanciamento versus engajamento: alguns aportes conceituais para a análise da inserção do multilateralismo brasileiro (1945-1990),Contexto Internacional,2010,2005-2011,2,Leandro Freitas Couto,Masculino,0.004436602393899035,genderBR::get_gender,1.4.0,2022,0.9
S0102-85292010000200003,Distanciamento versus engajamento: alguns aportes conceituais para a análise da inserção do multilateralismo brasileiro (1945-1990),Contexto Internacional,2010,2005-2011,3,Rogério de Souza Farias,Masculino,0.0028671612424110184,genderBR::get_gender,1.4.0,2022,0.9
