pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_text_bytes,body_char_count,body_word_count,canonical_gold_input_hash,body_hash_matches_gold_input_hash,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,agent_a_prompt_version,agent_b_prompt_version,agent_c_prompt_version,agent_d_prompt_version
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo","The Eighteenth Brumaire, politics and postmodernism",Adriano Nervo Codato,2005,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452005000100007.md,6a9dcc3571ddaa58cdab44e528e4ff6f0a28d53840afb876d53659b4779e81e8,61081,58925,9259,fbb702e0c544bbcff9e13e0967cf70546f859ad77689a1f6db4f4d754cc76ca5,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452005000100007&tlng=pt,2026-06-03T23:06:06Z,773,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452006000300005,Bobbio na história das idéias democráticas,Bobbio in the history of democratic ideas,Assis Brandão,2006,0102-6445,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452006000300005.md,0fb780d2d15a5d6365b8ffc003de73c0a3a592e94ff3034ef420ad3af1e40d8e,41189,39877,6080,33720645854a7b426b63e0c3e5efda45a13dce8416f8b70df6f456f2d9e89c8d,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452006000300005&tlng=pt,2026-06-03T23:06:06Z,590,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452008000300004,A revolução russa e o sistema internacional,The Russian Revolution and the international system,Rubens Ricupero,2008,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452008000300004.md,c887cd30b6c88ad69ce2848496e85d9e8cabbc0d18f739505b82f68e24ac5a00,30825,29759,4724,fea0254779df4f878daf23e40b6733f6d47f9db41cc38249bcfd369eb8cef3ca,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452008000300004&tlng=pt,2026-06-03T23:06:06Z,892,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,The theories of social movements: a review of the debate,Angela Alonso,2009,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452009000100003.md,9c9aa0be5a40b84fb6286b617cc297e231c9dac12a03ffab730ede2c1198b2f1,61125,59183,8830,a9bd9fcdc07df06a9f115a09fc87d34dded5b628c7deab7a34a0767b5d4caa02,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452009000100003&tlng=pt,2026-06-03T23:06:06Z,465,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",Memory and historicity in two prisional commands,Karina Biondi; Adalton Marques,2010,0102-6445,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452010000100004.md,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,42845,41635,6992,8d83912644ab15b14330e223e67111abfbb1a48e1fc64465fa244a5ca79b78fe,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452010000100004&tlng=pt,2026-06-03T23:06:06Z,637,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,Rights and citizenship: reflections on the right to the city,Thiago Aparecido Trindade,2012,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452012000300007.md,a891d16c7f3e177ea681d484f119d08e143a961ebee79c387abb360b240150c3,44548,43213,6680,40e7bf18a874de6e5c3d695b98ef70f7eaa9d18e67fc094c72cfdb872beeb9c0,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452012000300007&tlng=pt,2026-06-03T23:06:06Z,555,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,Joaquim Falcão; Fabiana Luci de Oliveira,2013,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452013000100013.md,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,49921,48312,7666,2f68ae60c8df782c1ce2b7f348f474c301220249437b9a1eb59c246064696f0b,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452013000100013&tlng=pt,2026-06-03T23:06:06Z,0,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,Politics in form of the law: the constitutionelists space in democratic Brazil,Fabiano Engelmann; Luciana Penna,2014,1807-0175,Lua Nova: Revista de Cultura e Política,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452014000200007.md,39096e41312b1cb5ba04afdd4a1ffc17ebb5a2ba0500bbbb8038d6abf82133fb,43031,41542,6093,54ad7589da661de6e33b75f138109ddf119587ef750ba22d80dba2278cc91f73,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452014000200007&tlng=pt,2026-06-03T23:06:06Z,1086,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,The inter-american human rights system and transitional justice in Mexico,Bruno Boti Bernardi,2015,0102-6445,Lua Nova: Revista de Cultura e Política,10.1590/0102-64452015009400006,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452015000100006.md,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,56467,54819,8412,fef5a3b3b676901dc55ad2beffd5b7f50ba4b517611e43887d8692bc4236c021,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452015000100006&tlng=pt,2026-06-03T23:06:06Z,870,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,THE ZIKA EPIDEMIC AND THE LIMITS OF GLOBAL HEALTH,João Nunes; Denise Nacif Pimenta,2016,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-6445021-046/98,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452016000200021.md,4d0c0fdb543503cc5efd72445c61b1728fef36abf30879104ef32d886c03db1c,41791,40373,6179,ce1721da63e94d4eaa6c11d8fa227616b12ce6a67a2012bfa161a104c33cfec7,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452016000200021&tlng=pt,2026-06-03T23:06:07Z,994,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE","PUBLIC POLICIES AND THEIR ORIGINS IN SOCIAL MOVEMENTS: AN ANALYTICAL PROPOSAL APPLIED TO CHILDREN AND ADOLESCENTS, HUMAN RIGHTS AND HEALTH",Monika Dowbor; Euzeneia Carlos; Maria do Carmo Albuquerque,2018,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-047080/105,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452018000300003.md,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,57620,55646,8255,025ed33808d74ebdeb0c47a442f8d871f79ab7f4ea6d5fe5b36a85dafb163705,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452018000300003&tlng=pt,2026-06-03T23:06:07Z,957,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,THE GENESIS OF THE PARTNERSHIP BETWEEN INCRA AND SOCIAL MOVEMENTS AS A MODEL FOR AGRARIAN REFORM POLICIES IMPLEMENTATION,Camila Penna,2018,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-115148/105,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452018000300005.md,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,56882,54919,8439,e3d4c44be57e01e5aad988957509a5e2f9e16fdb6a5e9646ffaa38fc0585b53c,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452018000300005&tlng=pt,2026-06-03T23:06:07Z,852,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,THE DIVERSITY OF AGENTS AND AGENDAS IN THE SOCIOLOGY OF EDUCATION IN BRAZIL,Amurabi Oliveira; Camila Ferreira da Silva,2020,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-099131/110,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452020000200099.md,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,47896,46293,7150,8e7e868f2b67d99596f6dc513323135a0f83faef0cf8ffe1a5a38b5ae03e078e,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452020000200099&tlng=pt,2026-06-03T23:06:07Z,1065,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452022000100299,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO","TWO READINGS OF EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, BY FERNANDO HENRIQUE CARDOSO",Daniela Costanzo; Rafael Marino,2022,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-299330/115,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452022000100299.md,7f190fdf27136ca2e3c133a8b1f12ac99a26faae794296cf8a15fdc765554fe9,53003,51299,7737,73328568f2ac52a8b94daf7f9df04a72598ec4b138cc9900c0a13c3403a9497e,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452022000100299&tlng=pt,2026-06-03T23:06:07Z,890,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,BETWEEN FAITH AND POLITICAL EXPRESSION. ETHNOGRAPHY OF THE INTERACTIONS BETWEEN PASTORS AND EVANGELICAL FAITHFUL DURING THE 2022 ELECTIONS IN RIO DE JANEIRO,MARGAUX DE BARROS,2024,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-035MB/122,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452024000200304.md,f18f4e126adb5116bef6cc576b32e49e253cbe31234ef96662280e4c67bbb79b,55472,53702,8653,ea1a0f66fa73c73e62015b5540ec0d3ae020e1fa48eed1a4d4b90e7097242afd,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452024000200304&tlng=pt,2026-06-03T23:06:07Z,857,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-64452024000200306,UM BRASIL DIVIDIDO? REFLEXÕES SOBRE A POLARIZAÇÃO POLÍTICA E SOCIAL NO BRASIL CONTEMPORÂNEO,A DIVIDED BRAZIL? CONSIDERATIONS ON POLITICAL AND SOCIAL POLARIZATION IN CONTEMPORARY BRAZIL,Adriana Escosteguy-Medronho,2024,1807-0175,Lua Nova: Revista de Cultura e Política,10.1590/0102-001041AE/122,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-64452024000200306.md,522d7be8b256fbf246f817860fa8e3152f6573cde69781957cba9410eec84d2a,57134,54872,8270,0235dbf0b8ed332d43756ba73a90270f511c2d33cd5716bb2263d61892bb0cfc,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452024000200306&tlng=pt,2026-06-03T23:06:07Z,811,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092006000100007,Desprovincializando a sociologia: a contribuição pós-colonial,"""Deprovincializing"" sociology: the post-colonial contribution",Sérgio Costa,2006,1806-9053,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092006000100007.md,a91df8432d3b10f7901fbd06168294ce905ec6dd5d4e4c0f938d8136ed024947,62995,60881,9118,5df630fe1f7370ff07e4c603bd12fa144d7ab36bd4e15bdac13692125f409f66,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000100007&tlng=pt,2026-06-03T23:06:07Z,930,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092006000300006,A sociologia de Gramsci,The sociology of Gramsci,Oliveiros S. Ferreira,2006,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092006000300006.md,56a2650d3d6f0c453d570eb3ea8f52d1bcdd752f3f2c003d62d2224ea29b0cbf,24942,24102,3832,2e5ecc34c1784f643a5b5f1163c048722c048a7e594d0cdc12d8560e0bcd7693,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300006&tlng=pt,2026-06-03T23:06:07Z,750,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092008000300012,"Goffman, mal-entendidos e riscos interacionais","Goffman, misunderstandings, and international risks",Gilberto Velho,2008,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092008000300012.md,d07e0cc0770608ac6418aaba47866ad6ef6caa6a182ecb58a2568a4d277df9e0,13181,12789,1952,d3d6ec234573d7728cdd183ec34b63f69f7619f0ce9cc5d2d945b05e12a77953,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092008000300012&tlng=pt,2026-06-03T23:06:07Z,452,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092009000100011,"Élide, Gilberto, imagismo e língua de universidade","Élide, Gilberto, imagismo e língua de universidade",Roberto Motta,2009,1806-9053,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092009000100011.md,2321359344e91874d52635d103101d70acdc193cd944cdddf1d6f0269b1f76a2,34736,33707,5341,8ec7f190a9598e3d1069062be19a4e51243fe3aad2d7df8a1b174b65f875107d,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000100011&tlng=pt,2026-06-03T23:06:07Z,0,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092010000100013,Os fantasmas da memória,Os fantasmas da memória,Sabrina Finamori,2010,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092010000100013.md,c11f118db2b3967cd9189683ea5c43251e471b2203d36790784846b5b9565c7f,15002,14564,2270,4f26ea2f9d09c82f69029ab694927e4df95ed30a39995257f1f2e1d309ebf879,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092010000100013&tlng=pt,2026-06-03T23:06:07Z,0,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092011000100008,Regras de jogo versus regras morais: para uma teoria sociológica do fair play,Game rules versus moral rules: towards a sociological theory of fair play,Simone Magalhães Brito; Jorge Ventura de Morais; Túlio Velho Barreto,2011,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092011000100008.md,1075a1541a738fa7b0d431b309c7ccb8739bb6b5dea6daca2df84e5c3659faff,55121,53639,8682,6e9f72d0df7393e61a4c83e3e23b066e4d5144f3e39c18fddf63f1a580847164,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092011000100008&tlng=pt,2026-06-03T23:06:07Z,840,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092012000200009,Reconsiderando a etnografia da ciência e da tecnologia: tecnociência na prática,Reconsidering the ethnography of science and technology: tehnoscience in practice,Marko Synésio Alves Monteiro,2012,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092012000200009.md,8d50aee8b6657e6d594f864c9a22e78bcbb2ae4c83029b793bf380a7c73aab19,41969,40814,5954,c2d79a7ae8c4f2bd7ee9235d381de1efeb2f2d76524b7f58fc5beb3fe3658cea,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000200009&tlng=pt,2026-06-03T23:06:07Z,816,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas","Professionalism, difference and diversity in Sao Paulo's advocacy and magistrature",Maria da Glória Bonelli,2013,0102-6909,Revista Brasileira de Ciências Sociais,,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092013000300008.md,a3bdd79e00654fc01de667f994026b36b89912bbbb8db6537e7b5e685cc79cf0,55023,53368,8365,ffadf534fb1261dc7ca31ecafe8b496ad0412fcc6b3d086e88f3e7ddf794053f,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092013000300008&tlng=pt,2026-06-03T23:06:07Z,843,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092015000200045,Pós-estruturalismo e a crítica como repetição,Post-structuralism and criticism as repetition,Cristiano Mendes,2015,1806-9053,Revista Brasileira de Ciências Sociais,10.17666/308845-59/2015,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092015000200045.md,22cc1497b5f50d6e38657a44167b6a533879f61af325fa9e2ee3f1664af1bee9,50964,49035,7470,7a29898859564dd6671d6207bbabc01e21a61747e806e09d263d7c947680e5c9,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000200045&tlng=pt,2026-06-03T23:06:07Z,1019,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,THE EGG AND THE CHICKEN ANALOGY: STUDY OF THE FRAMEWORK AND RECEPTION OF JOURNALISTIC COVERAGE IN THE 2014 ELECTIONS,João Feres Júnior; Luciana Fernandes Veiga; Ednaldo Ribeiro,2018,1806-9053,Revista Brasileira de Ciências Sociais,10.1590/339809/2018,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092018000300507.md,d06db8a6e911c0c2c7a0c7ca4a10b6f06dfab66712abbc099170b5f547c8fbbb,55514,53726,8525,132efe973f0bf054120374b3886270487c47ed40dcdcfc7a20169aff2898446b,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092018000300507&tlng=pt,2026-06-03T23:06:07Z,1416,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,SOCIAL CLASSES AND FOOD: PATTERNS OF FOOD CONSUMPTION IN BRAZIL TODAY,Edison Bertoncelo,2019,0102-6909,Revista Brasileira de Ciências Sociais,10.1590/3410005/2019,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092019000200505.md,f9570a8d115db3eaf9cac0deca47b006cf4e2e57287e23cd0655890a5a40d7c3,52768,50831,7707,53dff1742247d257cc1ddb4be145bd045548a6b8e4d76d278b086e829b76fe76,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000200505&tlng=pt,2026-06-03T23:06:07Z,711,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,ARE THERE SEX PREFERENCES IN BRAZIL?,Raquel Zanatta Coutinho,2019,1806-9053,Revista Brasileira de Ciências Sociais,10.1590/3410110/2019,research-article,en,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092019000300509.md,1b85168ae86cd2f1d95fbf408cabac31c2dbbce6583466bba00885ff97b6366f,55214,55047,8977,b8a3e982d057536a8375e4ab818bc67f50ffe029c018f50c0911e25a1900cc65,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000300509&tlng=en,2026-06-03T23:06:07Z,1103,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
S0102-69092020000100513,AUTORIDADE PRIVADA NA GOVERNANÇA DA INTERNET: Regimes de nomes e domínios na América Latina,PRIVATE AUTHORITY IN INTERNET GOVERNANCE: NAME AND DOMAIN REGIMES IN THE LATIN AMERICAN CONTEXT,Pablo Holmes; Kimberly Anastácio,2020,0102-6909,Revista Brasileira de Ciências Sociais,10.1590/3510218/2020,research-article,pt,data/processed/fulltext_gold/article_texts_gold.csv,TRUE,body_text,data/processed/full_classification_pilot_v2/task_packets/S0102-69092020000100513.md,d45f1ab28fa8f2a7aea8d04d150417f18d8914ee3287025dc692f93470e6941a,65426,63281,9670,2c8f619326035c975008695c018d0779f09053f4fbd11e660d0602f1230d0890,FALSE,articlemeta_fulltexts_html,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092020000100513&tlng=pt,2026-06-03T23:06:07Z,940,0,,agent_a_v2+common_schema_v2,agent_b_v2+common_schema_v2,agent_c_v2+common_schema_v2,agent_d_v1+fidelity_schema_v1
