pid,title,authors,year,journal_title,language,url_scielo,source_file,source_file_exists,input_text_hash,input_text_bytes,source_has_body,raw_fulltext_file,raw_fulltext_file_exists,raw_fulltext_hash,raw_fulltext_same_hash,raw_fulltext_has_body,agent_a_prompt_version,agent_b_prompt_version,agent_c_prompt_version
S0102-69092009000100011,"Élide, Gilberto, imagismo e língua de universidade",Roberto Motta,2009,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000100011&lng=pt,data/processed/sample_xmls/S0102-69092009000100011.xml,TRUE,374abc6a06c413cb3fb2537c150b1e981a6387888e9ae18b6d639fd9bace0d21,17889,FALSE,data/raw/articles_fulltext/S0102-69092009000100011.xml,TRUE,374abc6a06c413cb3fb2537c150b1e981a6387888e9ae18b6d639fd9bace0d21,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092010000100013,Os fantasmas da memória,Sabrina Finamori,2010,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092010000100013&lng=pt,data/processed/sample_xmls/S0102-69092010000100013.xml,TRUE,21cbaa47895fc51e7b45491cf04f9a3359f87704bb85a65f7793d4a54a4f61f1,3025,FALSE,data/raw/articles_fulltext/S0102-69092010000100013.xml,TRUE,21cbaa47895fc51e7b45491cf04f9a3359f87704bb85a65f7793d4a54a4f61f1,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092011000100008,Regras de jogo versus regras morais: para uma teoria sociológica do fair play,Simone Magalhães Brito; Jorge Ventura de Morais; Túlio Velho Barreto,2011,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092011000100008&lng=pt,data/processed/sample_xmls/S0102-69092011000100008.xml,TRUE,d0c37d51997f31d96ecfa2677c8b62bd5dda93c13dde4c687cb5be86279fe03a,22243,FALSE,data/raw/articles_fulltext/S0102-69092011000100008.xml,TRUE,d0c37d51997f31d96ecfa2677c8b62bd5dda93c13dde4c687cb5be86279fe03a,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092012000200009,Reconsiderando a etnografia da ciência e da tecnologia: tecnociência na prática,Marko Synésio Alves Monteiro,2012,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000200009&lng=pt,data/processed/sample_xmls/S0102-69092012000200009.xml,TRUE,3c7c63be01157b3face3cbbfbb0045b9db0750169f626d5f059b8f1b2d0c9633,30676,FALSE,data/raw/articles_fulltext/S0102-69092012000200009.xml,TRUE,3c7c63be01157b3face3cbbfbb0045b9db0750169f626d5f059b8f1b2d0c9633,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",Maria da Glória Bonelli,2013,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092013000300008&lng=pt,data/processed/sample_xmls/S0102-69092013000300008.xml,TRUE,aef41354a39928afe1706e2fa8ff93669e5ed924466af7c31a146cb2c8af665c,18302,FALSE,data/raw/articles_fulltext/S0102-69092013000300008.xml,TRUE,aef41354a39928afe1706e2fa8ff93669e5ed924466af7c31a146cb2c8af665c,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092015000200045,Pós-estruturalismo e a crítica como repetição,Cristiano Mendes,2015,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000200045&lng=pt,data/processed/sample_xmls/S0102-69092015000200045.xml,TRUE,46401784d26d4dbe5bb407eda26ddc6cbf53d327f674b7c34423fffc4e016d49,18550,FALSE,data/raw/articles_fulltext/S0102-69092015000200045.xml,TRUE,46401784d26d4dbe5bb407eda26ddc6cbf53d327f674b7c34423fffc4e016d49,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,João Feres Júnior; Luciana Fernandes Veiga; Ednaldo Ribeiro,2018,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092018000300507&lng=pt,data/processed/sample_xmls/S0102-69092018000300507.xml,TRUE,f6de4dbaa2b2f2ee76abb3b10a7e1d92b1a15fcf58fb4c38820969d3e5530ae6,41907,FALSE,data/raw/articles_fulltext/S0102-69092018000300507.xml,TRUE,f6de4dbaa2b2f2ee76abb3b10a7e1d92b1a15fcf58fb4c38820969d3e5530ae6,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,Edison Bertoncelo,2019,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000200505&lng=pt,data/processed/sample_xmls/S0102-69092019000200505.xml,TRUE,1beb90fb655d10c537bb98ab7cec6e8a5994c51b77148b91102b30b066ac278f,14880,FALSE,data/raw/articles_fulltext/S0102-69092019000200505.xml,TRUE,1beb90fb655d10c537bb98ab7cec6e8a5994c51b77148b91102b30b066ac278f,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,Raquel Zanatta Coutinho,2019,Revista Brasileira de Ciências Sociais,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000300509&lng=pt,data/processed/sample_xmls/S0102-69092019000300509.xml,TRUE,58af0527eca90076ecd713785f9e888b5d391cbf560d5b2549a8babe1ade09b4,27526,FALSE,data/raw/articles_fulltext/S0102-69092019000300509.xml,TRUE,58af0527eca90076ecd713785f9e888b5d391cbf560d5b2549a8babe1ade09b4,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092020000100513,AUTORIDADE PRIVADA NA GOVERNANÇA DA INTERNET: Regimes de nomes e domínios na América Latina,Pablo Holmes; Kimberly Anastácio,2020,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092020000100513&lng=pt,data/processed/sample_xmls/S0102-69092020000100513.xml,TRUE,a3f09a5ae85a19fa2f6ce00bfcd7b879e4540380b6ebb38c643d8ac5067d352d,37908,FALSE,data/raw/articles_fulltext/S0102-69092020000100513.xml,TRUE,a3f09a5ae85a19fa2f6ce00bfcd7b879e4540380b6ebb38c643d8ac5067d352d,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,André Vereta Nahoum,2021,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092021000100510&lng=pt,data/processed/sample_xmls/S0102-69092021000100510.xml,TRUE,04d9c23bb589584346a8aa256693b323b44216b1748a53182b4d5c243daa5833,29135,FALSE,data/raw/articles_fulltext/S0102-69092021000100510.xml,TRUE,04d9c23bb589584346a8aa256693b323b44216b1748a53182b4d5c243daa5833,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,Roberta Cardoso Piedras; Luciana Leite Lima; Sergio Simoni Junior,2024,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092024000100506&lng=pt,data/processed/sample_xmls/S0102-69092024000100506.xml,TRUE,9702b0ea5bbf68758128edd8644bcc02ab4f9741ceff39b1b9353fd1544d89e7,22191,FALSE,data/raw/articles_fulltext/S0102-69092024000100506.xml,TRUE,9702b0ea5bbf68758128edd8644bcc02ab4f9741ceff39b1b9353fd1544d89e7,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,Simone Rodrigues Pinto,2025,Revista Brasileira de Ciências Sociais,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092025000100509&lng=pt,data/processed/sample_xmls/S0102-69092025000100509.xml,TRUE,752b4d741eb3749bdbb9e6d375c4045c83eb7abcd7406c0ba127f8116dfe21fe,19852,FALSE,data/raw/articles_fulltext/S0102-69092025000100509.xml,TRUE,752b4d741eb3749bdbb9e6d375c4045c83eb7abcd7406c0ba127f8116dfe21fe,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292005000100003,O novo regionalismo econômico asiático,Silvio Miyazaki,2005,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292005000100003&lng=pt,data/processed/sample_xmls/S0102-85292005000100003.xml,TRUE,1bf5fbbe92edfadda6591900c7457801dd8a37cce7c177227407a4b62457905b,13106,FALSE,data/raw/articles_fulltext/S0102-85292005000100003.xml,TRUE,1bf5fbbe92edfadda6591900c7457801dd8a37cce7c177227407a4b62457905b,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,Aletheia de Almeida Machado,2006,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292006000100007&lng=pt,data/processed/sample_xmls/S0102-85292006000100007.xml,TRUE,9165e41e5d7d023b538fa5c8e5e8c80e0f5f04bf1c09267fc8d842bf276dfbda,18714,FALSE,data/raw/articles_fulltext/S0102-85292006000100007.xml,TRUE,9165e41e5d7d023b538fa5c8e5e8c80e0f5f04bf1c09267fc8d842bf276dfbda,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292007000100001,"Multilateralismo, democracia e política externa no Brasil: contenciosos das patentes e do algodão na Organização Mundial do Comércio (OMC)",Marcelo Fernandes de Oliveira,2007,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292007000100001&lng=pt,data/processed/sample_xmls/S0102-85292007000100001.xml,TRUE,83ff28220d3a40beabe4d8725b9f799d1e96d04f04907332927ec6aa19e760f5,16932,FALSE,data/raw/articles_fulltext/S0102-85292007000100001.xml,TRUE,83ff28220d3a40beabe4d8725b9f799d1e96d04f04907332927ec6aa19e760f5,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,Pedro Erik Arruda Carneiro,2008,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292008000100002&lng=pt,data/processed/sample_xmls/S0102-85292008000100002.xml,TRUE,78172d309c9daf07acedce35f8b2ab2af2752756b5c8cea8bcf32f6b814e1013,12818,FALSE,data/raw/articles_fulltext/S0102-85292008000100002.xml,TRUE,78172d309c9daf07acedce35f8b2ab2af2752756b5c8cea8bcf32f6b814e1013,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292011000100010,"O que há por trás do direito ao voto dos emigrantes internacionais? Teoria, história e cidadania demandante",Leticia Calderón Chelius,2011,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292011000100010&lng=pt,data/processed/sample_xmls/S0102-85292011000100010.xml,TRUE,c3a017c8ace0446f2f508ff174d2a806be57d9f6399fb58b9c3f3e348ed470de,8073,FALSE,data/raw/articles_fulltext/S0102-85292011000100010.xml,TRUE,c3a017c8ace0446f2f508ff174d2a806be57d9f6399fb58b9c3f3e348ed470de,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292013000200006,Sovereignty and regional integration in Latin America: a political conundrum?,Paulo Roberto de Almeida,2013,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200006&lng=pt,data/processed/sample_xmls/S0102-85292013000200006.xml,TRUE,a3d160681ec254c1fad7141adb9b8e27798e49316e177b0fb022130c5ea0ecb1,6146,FALSE,data/raw/articles_fulltext/S0102-85292013000200006.xml,TRUE,a3d160681ec254c1fad7141adb9b8e27798e49316e177b0fb022130c5ea0ecb1,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292013000200009,BRICS: an explanation in critical geography,Krishnendra Meena,2013,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200009&lng=pt,data/processed/sample_xmls/S0102-85292013000200009.xml,TRUE,52ef753680c44dcaea4363194cb6bdad9e1a49b99c38394b2d5d6607aa0d9fdc,19088,FALSE,data/raw/articles_fulltext/S0102-85292013000200009.xml,TRUE,52ef753680c44dcaea4363194cb6bdad9e1a49b99c38394b2d5d6607aa0d9fdc,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,João Carlos Amoroso Botelho,2014,Contexto Internacional,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292014000100008&lng=pt,data/processed/sample_xmls/S0102-85292014000100008.xml,TRUE,e4eddfacbc8d908359f3dfc781e003e9ea4d066d2a14a3e20bfb8bf28ed123dc,13388,FALSE,data/raw/articles_fulltext/S0102-85292014000100008.xml,TRUE,e4eddfacbc8d908359f3dfc781e003e9ea4d066d2a14a3e20bfb8bf28ed123dc,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292015000300851,Benjamin Cohen on global political order: when Keynes meets realism - and beyond,Stefano Guzzini,2015,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292015000300851&lng=pt,data/processed/sample_xmls/S0102-85292015000300851.xml,TRUE,d7baeac588cbfcac81f90cb18dd1e29f67e176a6510629832e9191fd972c7c47,26422,FALSE,data/raw/articles_fulltext/S0102-85292015000300851.xml,TRUE,d7baeac588cbfcac81f90cb18dd1e29f67e176a6510629832e9191fd972c7c47,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,Daniel Castelan,2016,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292016000100313&lng=pt,data/processed/sample_xmls/S0102-85292016000100313.xml,TRUE,7540e050b01da9798d417971d87fe8c64ce1b40a5f8cbe1ec5f2f9e231a01729,21990,FALSE,data/raw/articles_fulltext/S0102-85292016000100313.xml,TRUE,7540e050b01da9798d417971d87fe8c64ce1b40a5f8cbe1ec5f2f9e231a01729,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",Gilberto Marcos Antonio Rodrigues; Thiago Mattioli,2017,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292017000300569&lng=pt,data/processed/sample_xmls/S0102-85292017000300569.xml,TRUE,0605b66a5502420c6f4e1d41f649b769b40bdbcbde0aa23c3c8f4e3500c96da8,26080,FALSE,data/raw/articles_fulltext/S0102-85292017000300569.xml,TRUE,0605b66a5502420c6f4e1d41f649b769b40bdbcbde0aa23c3c8f4e3500c96da8,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",Jessica Auchter; Bruna Holstein Meireles; Victor Coutinho Lage,2019,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292019000300663&lng=pt,data/processed/sample_xmls/S0102-85292019000300663.xml,TRUE,c1477893b198d168f5d441cde738607f6246d7f2ea2ea94ce05158ad152f0626,24410,FALSE,data/raw/articles_fulltext/S0102-85292019000300663.xml,TRUE,c1477893b198d168f5d441cde738607f6246d7f2ea2ea94ce05158ad152f0626,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,Livia Peres Milani,2021,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292021000100121&lng=pt,data/processed/sample_xmls/S0102-85292021000100121.xml,TRUE,73dcdbc07ae7c3a8993b0b5284a603159f956557c8a7031deb91be6e20b3eed1,31891,FALSE,data/raw/articles_fulltext/S0102-85292021000100121.xml,TRUE,73dcdbc07ae7c3a8993b0b5284a603159f956557c8a7031deb91be6e20b3eed1,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",José Guadalupe Gandarilla Salgado; María Haydeé García-Bravo; Daniele Benzi,2021,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292021000100199&lng=pt,data/processed/sample_xmls/S0102-85292021000100199.xml,TRUE,763bdc12115e765aa9674e14e5c6b3fc4fa7c52dc258aaf46e150f545c99de85,27035,FALSE,data/raw/articles_fulltext/S0102-85292021000100199.xml,TRUE,763bdc12115e765aa9674e14e5c6b3fc4fa7c52dc258aaf46e150f545c99de85,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",Camila Vidal,2023,Contexto Internacional,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292023000100200&lng=pt,data/processed/sample_xmls/S0102-85292023000100200.xml,TRUE,8d6730474c4c497131aa2a692cf09e9fa37e7cd12d336430f6932cc27d593d44,25413,FALSE,data/raw/articles_fulltext/S0102-85292023000100200.xml,TRUE,8d6730474c4c497131aa2a692cf09e9fa37e7cd12d336430f6932cc27d593d44,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522011000200005,Da expectativa de vitória à derrota: estratégias discursivas do PT em Curitiba e Porto Alegre em 2004,Luciana Fernandes Veiga; Nelson Rosário de Souza; Emerson Urizzi Cervi,2011,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522011000200005&lng=pt,data/processed/sample_xmls/S0103-33522011000200005.xml,TRUE,ced3545b6af04df8d8e3cf1df35be6cf545a11d8d203deda431c4275d604563c,10641,FALSE,data/raw/articles_fulltext/S0103-33522011000200005.xml,TRUE,ced3545b6af04df8d8e3cf1df35be6cf545a11d8d203deda431c4275d604563c,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522012000300002,Em busca da deliberação: mecanismos de inserção das vozes subalternas no espaço público,Francisco Mata Machado Tavares,2012,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522012000300002&lng=pt,data/processed/sample_xmls/S0103-33522012000300002.xml,TRUE,83a3f6f003906874afdb04e603ff17a89276fcbd1442d43df98d0a14560882c7,21916,FALSE,data/raw/articles_fulltext/S0103-33522012000300002.xml,TRUE,83a3f6f003906874afdb04e603ff17a89276fcbd1442d43df98d0a14560882c7,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522014000100007,"Entre o radicalismo e a resignação: teoria democrática em Direito e democracia, de Habermas",William E. Scheuerman,2014,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522014000100007&lng=pt,data/processed/sample_xmls/S0103-33522014000100007.xml,TRUE,979f60a4eeb45f8c073288f94f3ca0dab6066919bb1ac620203911308a0c8fd9,18418,FALSE,data/raw/articles_fulltext/S0103-33522014000100007.xml,TRUE,979f60a4eeb45f8c073288f94f3ca0dab6066919bb1ac620203911308a0c8fd9,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,Marcelo da Silveira Campos,2014,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522014000300315&lng=pt,data/processed/sample_xmls/S0103-33522014000300315.xml,TRUE,26e5c2969e6972be7826446e8f675b591d888ef42e3012b1291e0e34561e68a9,30688,FALSE,data/raw/articles_fulltext/S0103-33522014000300315.xml,TRUE,26e5c2969e6972be7826446e8f675b591d888ef42e3012b1291e0e34561e68a9,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522015000300121,Análise de classes,Erik Olin Wright,2015,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300121&lng=pt,data/processed/sample_xmls/S0103-33522015000300121.xml,TRUE,63ae00c9725479db49adaa9cb6e06ef0009c5167413132f19bcebe6ec77281aa,13430,FALSE,data/raw/articles_fulltext/S0103-33522015000300121.xml,TRUE,63ae00c9725479db49adaa9cb6e06ef0009c5167413132f19bcebe6ec77281aa,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,João Pedro Tavares Damasceno; João Carlos Amoroso Botelho,2016,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522016000100121&lng=pt,data/processed/sample_xmls/S0103-33522016000100121.xml,TRUE,84c9ba213498aa08b66b50c5008410b7cd18683220853a4dc1983224573a962e,13444,FALSE,data/raw/articles_fulltext/S0103-33522016000100121.xml,TRUE,84c9ba213498aa08b66b50c5008410b7cd18683220853a4dc1983224573a962e,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,Leonardo Barros Soares,2017,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522017000300191&lng=pt,data/processed/sample_xmls/S0103-33522017000300191.xml,TRUE,899471ba8b749d3fba153f4a6de74d0500b17070800944a215ccf894a4427747,15579,FALSE,data/raw/articles_fulltext/S0103-33522017000300191.xml,TRUE,899471ba8b749d3fba153f4a6de74d0500b17070800944a215ccf894a4427747,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",Marcelo de Almeida Medeiros; Teresa Cristina de Souza Cardoso Vale; Davidson Afonso de Ramos; Enivaldo Carvalho da Rocha; Leticia Suely de Souza,2019,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522019000300077&lng=pt,data/processed/sample_xmls/S0103-33522019000300077.xml,TRUE,7bb33329b90efbbf9735652beff23535dab960188768c134c598c29f8299d469,22036,FALSE,data/raw/articles_fulltext/S0103-33522019000300077.xml,TRUE,7bb33329b90efbbf9735652beff23535dab960188768c134c598c29f8299d469,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",Gabriel Mendes; Luís Felipe Guedes da Graça,2020,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522020000100083&lng=pt,data/processed/sample_xmls/S0103-33522020000100083.xml,TRUE,ead98f885fef48a156112b30df4cb0dd3b7833ade6ea034a42f7dcecdf81c818,16497,FALSE,data/raw/articles_fulltext/S0103-33522020000100083.xml,TRUE,ead98f885fef48a156112b30df4cb0dd3b7833ade6ea034a42f7dcecdf81c818,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522020000200135,O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional,Rosangela Schulz; M. Almudena Cabezas Gonzalez,2020,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522020000200135&lng=pt,data/processed/sample_xmls/S0103-33522020000200135.xml,TRUE,66c2c99267a18fe689ce5bf673467a91fe0c8df5069d1df6031fa52953c83582,26834,FALSE,data/raw/articles_fulltext/S0103-33522020000200135.xml,TRUE,66c2c99267a18fe689ce5bf673467a91fe0c8df5069d1df6031fa52953c83582,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0103-33522024000100214,Entre o fortalecimento institucional e tendências de precarização da força de trabalho: orçamento e emprego público no Poder Judiciário (1986-2021),João Pedro Pacheco,2024,Revista Brasileira de Ciência Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522024000100214&lng=pt,data/processed/sample_xmls/S0103-33522024000100214.xml,TRUE,7a597b18097fb6f9804cc1fcfcafe43cd5c853d314b33894dd51fafbe831e98a,16621,FALSE,data/raw/articles_fulltext/S0103-33522024000100214.xml,TRUE,7a597b18097fb6f9804cc1fcfcafe43cd5c853d314b33894dd51fafbe831e98a,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
