pid,title,journal_title,year,period_3,eligible_order
S0102-69092016000100085,ETNOGRAFIA NO CIBERESPAÇO COMO &#8220;REPOVOAMENTO&#8221; E EXPLICAÇÃO,Revista Brasileira de Ciências Sociais,2016,2012-2018,3263
S0102-69092016000100099,TRANSFERÊNCIA DE RENDA E ELEIÇÕES: A TRAJETÓRIA LATINO-AMERICANA,Revista Brasileira de Ciências Sociais,2016,2012-2018,3264
S0102-69092016000100115,"CONFLITOS À MESA: VEGETARIANOS, CONSUMO E IDENTIDADE",Revista Brasileira de Ciências Sociais,2016,2012-2018,3265
S0102-69092016000100137,ORDEM NORMATIVA INSTITUCIONAL E LIBERDADE,Revista Brasileira de Ciências Sociais,2016,2012-2018,3266
S0102-69092016000100151,A EXPERIÊNCIA DA SUJEIÇÃO À AUTORIDADE POLICIAL: NOTAS SOBRE A ARTICULAÇÃO ENTRE COGNIÇÃO E EMOÇÃO NA VIDA PÚBLICA,Revista Brasileira de Ciências Sociais,2016,2012-2018,3267
S0102-69092016000200501,"Esperando a UPP: Circulação, violência e mercado político na Baixada Fluminense",Revista Brasileira de Ciências Sociais,2016,2012-2018,3268
S0102-69092016000200502,Mobilização política e integração de migrantes no Brasil: Os casos Zulmira Cardoso e Brayan Capcha,Revista Brasileira de Ciências Sociais,2016,2012-2018,3269
S0102-69092016000200503,NOVA COSMÓPOLIS: AS FRONTEIRAS COMO OBJETOS DE CONFLITO NO MUNDO CONTEMPORÂNEO,Revista Brasileira de Ciências Sociais,2016,2012-2018,3270
S0102-69092016000200504,PÓS-GRADUAÇÃO EM RELAÇÕES INTERNACIONAIS NO BRASIL: ANOTAÇÕES SOBRE SUA INSTITUCIONALIZAÇÃO,Revista Brasileira de Ciências Sociais,2016,2012-2018,3271
S0102-69092016000200505,REPRESENTAÇÃO E PARLAMENTO: UMA ABORDAGEM SÓCIO-GENÉTICA,Revista Brasileira de Ciências Sociais,2016,2012-2018,3272
S0102-69092016000200506,VULNERABILIDADE SOCIAL ÀS MUDANÇAS CLIMÁTICAS EM CONTEXTOS RURAIS,Revista Brasileira de Ciências Sociais,2016,2012-2018,3273
S0102-69092016000200507,TRÊS VIVAS AO PROLETARIADO! PARA UMA CONTEXTUALIZAÇÃO DA OBRA GORZIANA DA DÉCADA DE 1960,Revista Brasileira de Ciências Sociais,2016,2012-2018,3274
S0102-69092016000200508,A SOCIOLOGIA E OS SOCIÓLOGOS DA EDUCAÇÃO NO BRASIL,Revista Brasileira de Ciências Sociais,2016,2012-2018,3275
S0102-69092016000200509,DA BRANQUIDADE DO ESTADO NA OCUPAÇÃO DA CIDADE,Revista Brasileira de Ciências Sociais,2016,2012-2018,3276
S0102-69092016000200510,UMA ETNOGRAFIA DA EXPANSÃO DO MUNDO DO CRIME NO RIO DE JANEIRO,Revista Brasileira de Ciências Sociais,2016,2012-2018,3277
S0102-69092016000300501,O SISTEMA INTERNACIONAL NO ANTROPOCENO,Revista Brasileira de Ciências Sociais,2016,2012-2018,3278
S0102-69092016000300502,AS FACES DA SELFIE: Revelações da fotografia social,Revista Brasileira de Ciências Sociais,2016,2012-2018,3279
S0102-69092016000300503,UMA NOVA ABORDAGEM EMPÍRICA PARA A HIERARQUIA DE STATUS NO BRASIL,Revista Brasileira de Ciências Sociais,2016,2012-2018,3280
S0102-69092016000300504,AÇÃO SOCIAL DE PENTECOSTAIS E DA RENOVAÇÃO CARISMÁTICA CATÓLICA NO BRASIL. O discurso de seus líderes,Revista Brasileira de Ciências Sociais,2016,2012-2018,3281
S0102-69092016000300505,PARA ALÉM DA RENDA. Uma análise da pobreza multidimensional no Brasil,Revista Brasileira de Ciências Sociais,2016,2012-2018,3282
S0102-69092016000300506,CIÊNCIA E MERCADO. Impasses na institucionalização de práticas empreendedoras em uma universidade pública brasileira,Revista Brasileira de Ciências Sociais,2016,2012-2018,3283
S0102-69092016000300507,"POSIÇÃO SOCIOECONÔMICA, IDADE E CONDIÇÃO DE SAÚDE NO BRASIL",Revista Brasileira de Ciências Sociais,2016,2012-2018,3284
S0102-69092016000300508,PENAR EM SÃO PAULO: Sofrimento e mobilização na prisão contemporânea,Revista Brasileira de Ciências Sociais,2016,2012-2018,3285
S0102-69092016000300509,"SOCIALISMO, MODERNIDADE E IDENTIDADE REGIONAL EM MARIÁTEGUI, SENGHOR E NKRUMAH",Revista Brasileira de Ciências Sociais,2016,2012-2018,3286
S0102-69092016000300510,DEMOCRACIA COMO SIGNIFICANTE VAZIO: Promoção democrática na política externa dos Estados Unidos (2001-2008),Revista Brasileira de Ciências Sociais,2016,2012-2018,3287
S0102-69092016000300511,ASSIMETRIAS DA ANTROPOLOGIA SIMÉTRICA DE BRUNO LATOUR,Revista Brasileira de Ciências Sociais,2016,2012-2018,3288
S0102-69092017000100301,O LONGO CICLO DO PROGRESSISMO LATINOAMERICANO E SUA PARADA: AS MUDANÇAS POLÍTICAS NA AMÉRICA LATINA DA ÚLTIMA DÉCADA (2003-2015)),Revista Brasileira de Ciências Sociais,2017,2012-2018,3289
S0102-69092017000100501,O QUE É CRÍTICO NA SOCIOLOGIA CRÍTICA?,Revista Brasileira de Ciências Sociais,2017,2012-2018,3290
S0102-69092017000100502,"&#8220;VAMOS LUTAR, PARENTES!&#8221; As candidaturas indígenas nas eleições de 2014 no Brasil",Revista Brasileira de Ciências Sociais,2017,2012-2018,3291
S0102-69092017000100503,CAROLE PATEMAN E A CRÍTICA FEMINISTA DO CONTRATO,Revista Brasileira de Ciências Sociais,2017,2012-2018,3292
S0102-69092017000100504,CONFISSÃO E NORMATIVIDADE POLÍTICA: CONTROLE DA SUBJETIVIDADE E PRODUÇÃO DO SUJEITO,Revista Brasileira de Ciências Sociais,2017,2012-2018,3293
S0102-69092017000100505,"REVOLUÇÃO, VOLTAS E REVESES: TEMPORALIDADE E PODER EM CUBA",Revista Brasileira de Ciências Sociais,2017,2012-2018,3294
S0102-69092017000100506,"CONFLITOS DE PRESSUPOSTOS NA ANTROPOLOGIA DA ARTE: Relações entre pessoas, coisas e imagens",Revista Brasileira de Ciências Sociais,2017,2012-2018,3295
S0102-69092017000100507,AS TRÍADES E AS SOCIEDADES SECRETAS NA CHINA: ENTRE O MITO E A DESMISTIFICAÇÃO,Revista Brasileira de Ciências Sociais,2017,2012-2018,3296
S0102-69092017000100508,"EVANGÉLICOS, PENTECOSTAIS E REPRESENTAÇÃO POLÍTICA NAS ELEIÇÕES LEGISLATIVAS NO BRASIL (1998-2010)",Revista Brasileira de Ciências Sociais,2017,2012-2018,3297
S0102-69092017000100509,"CONEXÕES E RUPTURAS URBANAS: PROJETOS, POPULAÇÕES E TERRITÓRIOS EM DISPUTA",Revista Brasileira de Ciências Sociais,2017,2012-2018,3298
S0102-69092017000100511,"RAÍZES DO BRASIL, 1936: O ESTATISMO ORGÂNICO COMO CONTRIBUIÇÃO ORIGINAL",Revista Brasileira de Ciências Sociais,2017,2012-2018,3299
S0102-69092017000200301,ESTADO PLURINACIONAL E DEMOCRACIA INTERCULTURAL NA BOLÍVIA,Revista Brasileira de Ciências Sociais,2017,2012-2018,3300
S0102-69092017000200502,A ECONOMIA POLÍTICA DOS BACHARÉIS UDENISTAS,Revista Brasileira de Ciências Sociais,2017,2012-2018,3301
S0102-69092017000200503,"CONTRADIÇÕES DO TRABALHO NO BRASIL ATUAL: Terceirização, correspondentes bancários e a Justiça do Trabalho",Revista Brasileira de Ciências Sociais,2017,2012-2018,3302
S0102-69092017000200504,AFETO ENTRE HUMANOS E ANIMAIS NÃO HUMANOS NO BIOTÉRIO,Revista Brasileira de Ciências Sociais,2017,2012-2018,3303
S0102-69092017000200505,"DIREITO, MOBILIZAÇÃO SOCIAL E MUDANÇA INSTITUCIONAL",Revista Brasileira de Ciências Sociais,2017,2012-2018,3304
S0102-69092017000200506,COLEÇÕES E AGÊNCIAS PATRIMONIAIS: DA FORMALIDADE À INFORMALIDADE DAS EXPERIÊNCIAS DE COLECIONISMO CONTEMPORÂNEAS,Revista Brasileira de Ciências Sociais,2017,2012-2018,3305
S0102-69092017000200507,COLONIALIDADE: O LADO MAIS ESCURO DA MODERNIDADE,Revista Brasileira de Ciências Sociais,2017,2012-2018,3306
S0102-69092017000200508,TWITTER E MOBILIZAÇÃO SOCIAL NA VENEZUELA,Revista Brasileira de Ciências Sociais,2017,2012-2018,3307
S0102-69092017000200509,FATORES SOCIAIS DETERMINANTES DA REINCIDÊNCIA CRIMINAL NO BRASIL: O CASO DE MINAS GERAIS,Revista Brasileira de Ciências Sociais,2017,2012-2018,3308
S0102-69092017000200510,"REPUBLICANISMO, FEMINISMO E DESIGUALDADE: AMPLIANDO O CONCEITO DE LIBERDADE COMO NÃO DOMINAÇÃO",Revista Brasileira de Ciências Sociais,2017,2012-2018,3309
S0102-69092017000200511,MAIS QUE BOAS INTENÇÕES: TÉCNICAS QUANTITATIVAS E QUALITATIVAS NA AVALIAÇÃO DE IMPACTO DE POLÍTICAS PÚBLICAS,Revista Brasileira de Ciências Sociais,2017,2012-2018,3310
S0102-69092017000200512,ENTRE O DEVER DA TOGA E O APOIO À FARDA: Independência judicial e imparcialidade no STF durante o regime militar,Revista Brasileira de Ciências Sociais,2017,2012-2018,3311
S0102-69092017000300301,"RESISTÊNCIA, MOBILIZAÇÃO E MILITÂNCIA: TENSÕES E RECONFIGURAÇÕES DA VIDA COTIDIANA",Revista Brasileira de Ciências Sociais,2017,2012-2018,3312
S0102-69092017000300501,"SISTEMA DELIBERATIVO, FORMAS DE CONEXÃO E INCLUSÃO POLÍTICA. Alcance teórico e prático",Revista Brasileira de Ciências Sociais,2017,2012-2018,3313
S0102-69092017000300502,A CAPTURA COMO EXPERIÊNCIA: Investigações pragmáticas e teorias do poder,Revista Brasileira de Ciências Sociais,2017,2012-2018,3314
S0102-69092017000300503,RACISMO EM TRÊS DIMENSÕES : Uma abordagem realista-crítica,Revista Brasileira de Ciências Sociais,2017,2012-2018,3315
S0102-69092017000300504,"AÇÃO INSTITUCIONAL, CONFIANÇA NA POLÍCIA E LEGITIMIDADE EM SÃO PAULO",Revista Brasileira de Ciências Sociais,2017,2012-2018,3316
S0102-69092017000300505,"O CASO LETELIER QUARENTA ANOS DEPOIS, 1976-2016. Ensaio de interpretação",Revista Brasileira de Ciências Sociais,2017,2012-2018,3317
S0102-69092017000300506,EM BUSCA DE UM OBJETO ESQUECIDO: A política e as políticas do urbano no Brasil,Revista Brasileira de Ciências Sociais,2017,2012-2018,3318
S0102-69092017000300507,O HISTORICISMO DE WEBER COMO UM CAMINHO PARA A FENOMENOLOGIA,Revista Brasileira de Ciências Sociais,2017,2012-2018,3319
S0102-69092017000300508,UNIVERSO MÍTICO-RELIGIOSO KIMBUNDU E TRÂNSITOS CULTURAIS EM UANHENGA XITU,Revista Brasileira de Ciências Sociais,2017,2012-2018,3320
S0102-69092017000300509,COMPREENDER A BOLHA IMOBILIÁRIA NA ESPANHA: UMA VISÃO MIDIATIZADA DA PUBLICIDADE,Revista Brasileira de Ciências Sociais,2017,2012-2018,3321
S0102-69092017000300510,UMA RESPOSTA SÓLIDA A UM REGIME AGROALIMENTAR EM CRISE: O fenômeno GAS na Itália,Revista Brasileira de Ciências Sociais,2017,2012-2018,3322
S0102-69092017000300511,COMUNIDADE E DEMOCRACIA NA SOCIOLOGIA DE T. LYNN SMITH E JOSÉ ARTHUR RIOS,Revista Brasileira de Ciências Sociais,2017,2012-2018,3323
S0102-69092017000300512,"CONTÍNUO RACIAL, MOBILIDADE SOCIAL E &#8220;EMBRANQUECIMENTO&#8221;",Revista Brasileira de Ciências Sociais,2017,2012-2018,3324
S0102-69092018000100501,EM NOME DO PAI: Justificativas do voto dos deputados federais evangélicos e não evangélicos na abertura do impeachment de Dilma Rousseff,Revista Brasileira de Ciências Sociais,2018,2012-2018,3325
S0102-69092018000100502,"NOVOS SABERES, NOVAS HIERARQUIAS: DISPUTAS CONTEMPORÂNEAS EM TORNO DA PROFISSÃO ACADÊMICA",Revista Brasileira de Ciências Sociais,2018,2012-2018,3326
S0102-69092018000100503,ALEXIS DE TOCQUEVILLE E O LIBERALISMO FRANCÊS: CONTINUIDADES E RUPTURAS SOBRE O CONCEITO DE DEMOCRACIA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3327
S0102-69092018000100504,O ESTADO E A ESQUERDA POLÍTICA NO URUGUAI: A RECUPERAÇÃO DA &#8220;MATRIZ INSTITUCIONAL&#8221;,Revista Brasileira de Ciências Sociais,2018,2012-2018,3328
S0102-69092018000100505,CASA GRANDE &amp; SENZALA A questão racial e o &#8220;colonialismo esclarecido&#8221; na França do Pós-Segunda Guerra Mundial,Revista Brasileira de Ciências Sociais,2018,2012-2018,3329
S0102-69092018000100506,DOGMA FEIJOADA A INVENÇÃO DO CINEMA NEGRO BRASILEIRO,Revista Brasileira de Ciências Sociais,2018,2012-2018,3330
S0102-69092018000100507,OS BENEFÍCIOS NÃO CONTRIBUTIVOS EM DINÂMICAS SOCIAIS E ECONÔMICAS LOCAIS: ESTUDO DE CASO EM PASSA TEMPO (MG),Revista Brasileira de Ciências Sociais,2018,2012-2018,3331
S0102-69092018000100508,DEMOCRACIA E REDUÇÃO DA DESIGUALDADE ECONÔMICA NO BRASIL: A INCLUSÃO DOS OUTSIDERS,Revista Brasileira de Ciências Sociais,2018,2012-2018,3332
S0102-69092018000100509,DINÂMICAS DE FUNCIONAMENTO E CONTROLE DO PODER NOS PARTIDOS POLÍTICOS: OS CASOS DO PT E PSDB NO ESTADO DE SÃO PAULO,Revista Brasileira de Ciências Sociais,2018,2012-2018,3333
S0102-69092018000100510,DIREITOS HUMANOS E DEMOCRACIA: A EXPERIÊNCIA DAS COMISSÕES DA VERDADE NO BRASIL,Revista Brasileira de Ciências Sociais,2018,2012-2018,3334
S0102-69092018000100511,FORMAS DE MANIFESTAÇÃO DO PASSADO EM FILMES DE ALAIN RESNAIS: APROXIMAÇÕES SOCIOLÓGICAS,Revista Brasileira de Ciências Sociais,2018,2012-2018,3335
S0102-69092018000100512,NOTAS ETNOGRÁFICAS SOBRE DUAS MANIFESTAÇÕES DE RUA DO ATIVISMO TRANS NO BRASIL,Revista Brasileira de Ciências Sociais,2018,2012-2018,3336
S0102-69092018000100513,DISCURSOS JUDICIAIS SOBRE FAVELAS: IMPACTO EM POLÍTICAS PÚBLICAS E NOS AGENTES SOCIAIS,Revista Brasileira de Ciências Sociais,2018,2012-2018,3337
S0102-69092018000200301,"MARX, FREUD, E OS DEUSES QUE OS NEGROS FAZEM: A TEORIA SOCIAL EUROPEIA E O FETICHE DA VIDA REAL",Revista Brasileira de Ciências Sociais,2018,2012-2018,3338
S0102-69092018000200501,O COMITÊ DE ARTICULAÇÃO FEDERATIVA NO GOVERNO LULA: OS PERCALÇOS DA COOPERAÇÃO TERRITORIAL,Revista Brasileira de Ciências Sociais,2018,2012-2018,3339
S0102-69092018000200502,MARCUSE CRÍTICO DE WEBER. A política no capitalismo tardio,Revista Brasileira de Ciências Sociais,2018,2012-2018,3340
S0102-69092018000200503,REPRESENTAÇÃO POLÍTICA: A VIRADA CONSTRUTIVISTA E O PARADOXO ENTRE CRIAÇÃO E AUTONOMIA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3341
S0102-69092018000200504,O PEQUENO INVESTIDOR NA BOLSA BRASILEIRA: ASCENSÃO E QUEDA DE UM AGENTE ECONÔMICO,Revista Brasileira de Ciências Sociais,2018,2012-2018,3342
S0102-69092018000200505,CIÊNCIAS HUMANAS E NEUROCIÊNCIAS: UM CONFRONTO CRÍTICO A PARTIR DE UM CONTEXTO EDUCACIONAL,Revista Brasileira de Ciências Sociais,2018,2012-2018,3343
S0102-69092018000200506,A PECULIARIDADE DO MAQUIAVELISMO INGLÊS: DAS ORIGENS AO SÉCULO XVII,Revista Brasileira de Ciências Sociais,2018,2012-2018,3344
S0102-69092018000200507,"INTERNACIONALIZAÇÃO DE MICRO, PEQUENAS E MÉDIAS EMPRESAS INOVADORAS NO BRASIL: Desafios do novo paradigma de desenvolvimento",Revista Brasileira de Ciências Sociais,2018,2012-2018,3345
S0102-69092018000200508,A LUTA PELO RECONHECIMENTO E O PARADIGMA DA DÁDIVA: UMA PROPOSTA DE ARTICULAÇÃO TEÓRICA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3346
S0102-69092018000200509,DETERMINANTES INDIVIDUAIS E DE CONTEXTO DA SIMPATIA PARTIDÁRIA NA AMÉRICA LATINA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3347
S0102-69092018000200510,OS LIMITES DA DEMOCRACIA: A LEGITIMIDADE DO PROTESTO NO BRASIL PARTICIPATIVO,Revista Brasileira de Ciências Sociais,2018,2012-2018,3348
S0102-69092018000200511,OS PRIMEIROS CACHORROS: ENCONTROS INTERÉTNICOS E MULTIESPECÍFICOS NO SUDOESTE DA AMAZÔNIA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3349
S0102-69092018000300501,DIMENSÕES DEMOCRÁTICAS NAS JORNADAS DE JUNHO: REFLEXÕES SOBRE A COMPREENSÃO DE DEMOCRACIA ENTRE MANIFESTANTES DE 2013,Revista Brasileira de Ciências Sociais,2018,2012-2018,3350
S0102-69092018000300502,CIÊNCIA E PROCESSO DECISÓRIO: A INFLUÊNCIA DOS EXPERTS NO LICENCIAMENTO AMBIENTAL DE UM EMPREENDIMENTO PETROLÍFERO NO LITORAL PAULISTA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3351
S0102-69092018000300503,RAYMOND ARON: ENGAJAMENTO E POLÍTICA NO CONTEXTO DA SOCIEDADE INDUSTRIAL,Revista Brasileira de Ciências Sociais,2018,2012-2018,3352
S0102-69092018000300504,TEÓRICOS POLÍTICOS E PROPOSTAS CONSTITUCIONAIS NA INGLATERRA (1645-1669),Revista Brasileira de Ciências Sociais,2018,2012-2018,3353
S0102-69092018000300505,"EMPODERAMENTO, AMIZADE E CUIDADO DE SI. Novas formas de relação de assistência à saúde",Revista Brasileira de Ciências Sociais,2018,2012-2018,3354
S0102-69092018000300506,A VÍTIMA DESIGNADA. Representações do tráfico de pessoas no Brasil,Revista Brasileira de Ciências Sociais,2018,2012-2018,3355
S0102-69092018000300508,"BANCADA SINDICAL, POLÍTICA PREVIDENCIÁRIA E PROCESSO DECISÓRIO NO GOVERNO DILMA",Revista Brasileira de Ciências Sociais,2018,2012-2018,3356
S0102-69092018000300509,PODER INSTITUÍDO E POTÊNCIA SUBVERSIVA: MAX WEBER E A DUPLA FACE DA DOMINAÇÃO CARISMÁTICA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3357
S0102-69092018000300510,A HOMOLOGAÇÃO DA TERRA INDÍGENA RAPOSA/SERRA DO SOL E SEUS EFEITOS: UMA ANÁLISE PERFORMATIVA DAS 19 CONDICIONANTES DO STF,Revista Brasileira de Ciências Sociais,2018,2012-2018,3358
S0102-69092018000300511,UMA ABORDAGEM SOCIOLÓGICA DAS CERTIFICAÇÕES: O CASO DO SELO DE APROVAÇÃO SBC,Revista Brasileira de Ciências Sociais,2018,2012-2018,3359
S0102-69092018000300512,FRONTEIRAS SOCIAIS E SIMBÓLICAS EM UM CLUBE DE ELITE*,Revista Brasileira de Ciências Sociais,2018,2012-2018,3360
S0102-69092018000300513,A REPÚBLICA DEMOCRÁTICA DE MAQUIAVEL: UMA CRÍTICA À INTERPRETAÇÃO ANTI-INSTITUCIONALISTA,Revista Brasileira de Ciências Sociais,2018,2012-2018,3361
S0102-69092018000300514,CONEXÃO ELEITORAL EM UM SISTEMA PROPORCIONAL DE LISTA ABERTA: DISTRITOS INFORMAIS E EMENDAS AO ORÇAMENTO NO RIO DE JANEIRO,Revista Brasileira de Ciências Sociais,2018,2012-2018,3362
S0102-69092019000100501,"O CABOCLO FORTE TUPINAMBÁ: APARELHAGEM SONORA, AGÊNCIA E RELIGIÃO EM BELÉM DO PARÁ",Revista Brasileira de Ciências Sociais,2019,2019-2025,3363
S0102-69092019000100502,A DEPENDÊNCIA RECONSTRUÍDA: A TRAJETÓRIA DO ESCRAVO FELÍCIO NO OESTE PAULISTA (1847-1920),Revista Brasileira de Ciências Sociais,2019,2019-2025,3364
S0102-69092019000100503,"AS DINÂMICAS DO MERCADO ILEGAL DE COCAÍNA NA TRÍPLICE FRONTEIRA ENTRE BRASIL, PERU E COLÔMBIA",Revista Brasileira de Ciências Sociais,2019,2019-2025,3365
S0102-69092019000100504,LABIRÍNTICAS: VENEZA COMO EMPIRIA PARA UMA RAZÃO CEGA,Revista Brasileira de Ciências Sociais,2019,2019-2025,3366
S0102-69092019000100505,DISCRIMINAÇÃO DE COR E PRECONCEITO RACIAL. TALCOTT PARSONS E HERBERT BLUMER A PARTIR DAS RELAÇÕES RACIAIS DOS ESTADOS UNIDOS,Revista Brasileira de Ciências Sociais,2019,2019-2025,3367
S0102-69092019000100506,"ÁREAS PROTEGIDAS, POPULAÇÕES TRADICIONAIS DA AMAZÔNIA E NOVOS ARRANJOS CONSERVACIONISTAS",Revista Brasileira de Ciências Sociais,2019,2019-2025,3368
S0102-69092019000100507,POLÍTICAS PÚBLICAS E SUAS PÓS-VIDAS: MERECIMENTO E CIDADANIA HABITACIONAL NO BRASIL DA MOBILIDADE SOCIAL,Revista Brasileira de Ciências Sociais,2019,2019-2025,3369
S0102-69092019000100508,&#8220;EGRESSAS&#8221; DE SERVIÇOS DE ACOLHIMENTO E A INVENÇÃO DE NOVAS POSSIBILIDADES DE VIDA,Revista Brasileira de Ciências Sociais,2019,2019-2025,3370
S0102-69092019000100509,"GRAMSCI, CROCE E A HISTÓRIA POLÍTICA DOS INTELECTUAIS",Revista Brasileira de Ciências Sociais,2019,2019-2025,3371
S0102-69092019000100510,ENCONTRAR A POSIÇÃO DE SI MESMO NA SOCIEDADE: UMA PESQUISA BASEADA EM VINHETAS,Revista Brasileira de Ciências Sociais,2019,2019-2025,3372
S0102-69092019000100511,A CONSTRUÇÃO LEGAL-INSTITUCIONAL DA RESOLUÇÃO NEGOCIADA DE CONFLITO NO BRASIL,Revista Brasileira de Ciências Sociais,2019,2019-2025,3373
S0102-69092019000100512,SOBRE UMA CIÊNCIA SOCIAL DAS MÁQUINAS,Revista Brasileira de Ciências Sociais,2019,2019-2025,3374
S0102-69092019000100513,COMO AS START-UPS CRESCEM? Performances e discursos de empreendedores à procura de capital,Revista Brasileira de Ciências Sociais,2019,2019-2025,3375
S0102-69092019000200501,"MADAME DE STAËL, BENJAMIN CONSTANT E A REAVALIAÇÃO DO ARBÍTRIO APÓS O GOLPE DO 18 FRUTIDOR",Revista Brasileira de Ciências Sociais,2019,2019-2025,3376
S0102-69092019000200502,PODER E DEMOCRACIA: UMA ANÁLISE DA REDE DE FINANCIAMENTO ELEITORAL EM 2014 NO BRASIL,Revista Brasileira de Ciências Sociais,2019,2019-2025,3377
S0102-69092019000200503,LEGITIMIDADE POLICIAL: UM MODELO DE MENSURAÇÃO,Revista Brasileira de Ciências Sociais,2019,2019-2025,3378
S0102-69092019000200504,BRIGAR JUNTO CONTRA O GOVERNO: ALIANÇAS E DISPUTAS NA IMPLANTAÇÃO DE UM PLANO DE DESENVOLVIMENTO SUSTENTÁVEL,Revista Brasileira de Ciências Sociais,2019,2019-2025,3379
S0102-69092019000200506,VIVER DE ARTE ENTRE O BRASIL E A EUROPA: O &#8220;ESQUEMA PEDRO AMÉRICO&#8221;,Revista Brasileira de Ciências Sociais,2019,2019-2025,3380
S0102-69092019000200507,DOIS CONCEITOS DE LIBERDADE: 60 ANOS APÓS A SUA PUBLICAÇÃO,Revista Brasileira de Ciências Sociais,2019,2019-2025,3381
