threshold,n_binary_classified,coverage_percent,metric,Feminino,Masculino,difference_pp_female_minus_male
0.8,3989,95.95862400769786,Análise quantitativa,55.77092511013216,61.10338433008808,-5.332459219955922
0.8,3989,95.95862400769786,Inferência estatística,29.31854199683043,41.59695817490494,-12.278416178074512
0.9,3970,95.50156362761606,Análise quantitativa,55.69285083848191,61.22258516098927,-5.529734322507359
0.9,3970,95.50156362761606,Inferência estatística,29.252782193958666,41.48204736440031,-12.229265170441643
0.95,3952,95.06855905701227,Análise quantitativa,55.673758865248224,61.20729995320543,-5.533541087957204
0.95,3952,95.06855905701227,Inferência estatística,29.233226837060702,41.45593869731801,-12.22271186025731
