metric,n_common_strata,standardized_percent_female,standardized_percent_male,standardized_difference_pp
Artigos empíricos,25,85.44680087641683,81.09474664287907,4.352054233537757
Análise quantitativa,25,56.11960027829654,61.2008921374649,-5.08129185916836
Inferência estatística,25,28.244219639495086,41.594479303976904,-13.350259664481818
Linguagem causal ou explicativa,25,97.38656710329788,97.01193666841394,0.3746304348839402
Examinados para identificação,25,30.352766572063594,36.15063884182988,-5.7978722697662874
Estratégia explícita de identificação,25,2.8629079660729686,4.7615249245051485,-1.89861695843218
