draw,alpha,beta_area_ri,p_cp,p_ri,delta_cp_minus_ri,odds_ratio_ri_cp
707,-1.0056371,-2.1665367,0.26783454487918607,0.04022640489616073,0.22760813998302534,0.11457373379134643
708,-0.42027232,-2.2469264,0.3964515881877637,0.06493685533912671,0.331514732848637,0.10572367798306902
709,-0.46557166,-2.1943233,0.3856649064067599,0.06538175180955753,0.32028315459720236,0.11143394334605232
710,-0.57476311,-2.0359987,0.3601384900908446,0.06844901189331007,0.29168947819753455,0.13055003705492552
711,-0.4334741,-1.391811,0.3932970544221571,0.13880091054715496,0.2544961438750022,0.24862463745727856
712,-0.78718609,-1.0883327,0.3127731895738704,0.13290444300943605,0.17986874656443436,0.336777535048836
713,-0.01455719,-2.0330721,0.4963607667661393,0.11429214760038758,0.38206861916575174,0.13093266441889229
714,-0.60085931,-1.5792582,0.3541471218043521,0.10155020604625506,0.25259691575809706,0.20612794721742161
715,-0.46442397,-1.804641,0.38593686137001243,0.0937175984828018,0.2922192628872106,0.16453351350715076
716,-0.35223651,-1.7021404,0.41284017850357074,0.11361086541820377,0.299229313085367,0.18229292640457603
717,-0.5500995,-1.2891022,0.365841324536814,0.13714573346655468,0.22869559107025933,0.27551803217231563
718,-0.57817215,-1.065626,0.3593532902857013,0.16194891001200973,0.19740438027369156,0.3445121226613301
719,-0.45838248,-1.3868362,0.3873696146395454,0.13643525673847598,0.25093435790106944,0.24986457697201678
720,-0.36119594,-1.7191337,0.4106700934510881,0.11102342798579558,0.29964666546529256,0.17922134012723154
721,-0.29736179,-1.7846611,0.42620254186297796,0.11085641894498516,0.3153461229179928,0.16785393706126306
722,-0.4372596,-1.5977234,0.39239414508777354,0.11557858240712998,0.27681556268064356,0.20235667921028605
723,-0.24929615,-1.6940584,0.4379967481630704,0.12527978662781467,0.31271696153525574,0.18377218747782978
724,-0.20326771,-1.9787298,0.4493573227152055,0.10137880749693233,0.34797851521827317,0.1382447242843076
725,-0.27550763,-2.241567,0.4315554827674282,0.07466982005069886,0.3568856627167294,0.10629181453848954
726,-0.10308185,-2.2188037,0.4742523327390246,0.08932655607066066,0.384925776668364,0.10873911564992286
727,-0.32802036,-1.793837,0.4187223778817901,0.106990482194913,0.3117318956868771,0.16632077096690026
728,-0.27396143,-1.739951,0.4319348294288681,0.11774992724512312,0.31418490218374495,0.17552900132734278
729,-0.21631353,-2.248274,0.44613150304898985,0.07837831461617024,0.3677531884328196,0.10558130070997239
730,-0.44039797,-1.9539102,0.39164614505558754,0.08360775799845738,0.30803838705713016,0.14171883775690097
731,-0.27412231,-2.137397,0.4318953551969234,0.08229849870324442,0.349596856493679,0.11796149751584135
732,-0.33145008,-1.6608983,0.4178878382438623,0.12000863673169489,0.2978792015121674,0.18996825494837832
733,-0.29711782,-1.8516226,0.4262622067604747,0.10444898478160436,0.32181322197887036,0.1569822401650829
734,-0.36258017,-1.6448473,0.41033512334781,0.11842528831851931,0.2919098350292907,0.19304203806247983
735,-0.37411203,-2.4371616,0.40754778508647665,0.05671800175783563,0.350829783328641,0.08740860026153467
736,-0.5078644,-1.8978563,0.37569429330753856,0.08273750344465955,0.292956789862879,0.14988959338490007
737,-0.62938902,-2.4394167,0.34764908857146065,0.044412485283158665,0.303236603288302,0.08721170721727815
738,-0.57675658,-2.2060437,0.3596792455337745,0.05826072403792552,0.30141852149584897,0.1101355168588223
739,-0.5921664,-2.3757252,0.3561379360791319,0.04889768451922536,0.30724025155990653,0.09294705955603585
740,-0.93379216,-1.5095137,0.28215600116932305,0.07992945891991826,0.20222654224940478,0.2210174326071398
741,-0.78284167,-1.6400136,0.3137077645086061,0.08144638906172484,0.23226137544688125,0.1939774041802559
742,-1.0113663,-1.2070292,0.26671254879529394,0.09811068692721084,0.1686018618680831,0.29908448110447405
743,-0.9827232,-1.1279354,0.2723517755626884,0.10806516983719382,0.16428660572549458,0.3237008798339608
744,-0.64671488,-2.4701447,0.3437302129837883,0.042417146065629886,0.3013130669181584,0.08457262045794715
745,-0.0019886811,-2.5433876,0.4995028298888529,0.07273772567167933,0.4267651042171736,0.07859968399302758
746,-0.079994548,-2.3797792,0.48001202066609056,0.07872674540276246,0.4012852752633281,0.09257101493406608
747,-0.23603496,-1.745886,0.4412637026349691,0.12111421136113161,0.3201494912738375,0.17449032203415518
748,-0.1525132,-2.2360022,0.46194543472807204,0.08405265744062373,0.3778927772874483,0.10688495605433672
749,-0.21295349,-1.9248341,0.44696191235770927,0.10547795348684016,0.34148395887086913,0.1458999596518562
750,-0.1948531,-2.1188586,0.4514402697601349,0.08999371266779704,0.36144655709233786,0.12016871083023656
751,-0.21819274,-1.8937487,0.4456672008067427,0.1079415827793083,0.3377256180274344,0.1505065461087374
752,-0.37985068,-1.6350219,0.4061629117389631,0.11765021877819011,0.288512692960773,0.19494810188900127
753,-0.10111257,-1.8270627,0.47474337195901783,0.12695268772124566,0.34779068423777215,0.16088544322841536
754,0.064086936,-2.2260427,0.5160162526320665,0.10321927551624617,0.41279697711582036,0.1079547954637129
755,0.020195703,-2.0501123,0.5050487541497266,0.11609748051536829,0.38895127363435833,0.12872044746985753
756,-0.84291601,-1.9500813,0.3009209942394684,0.05770376320439523,0.24321723103507314,0.14226250517467462
757,-0.69395059,-1.2947031,0.3331548218147852,0.12039936837037078,0.21275545344441438,0.27397919668055537
758,-0.69149226,-1.5892293,0.3337011948374029,0.09273222829454685,0.24096896654285604,0.2040828377824523
759,-0.69242423,-1.5862481,0.3334940083663405,0.09290478003329983,0.2405892283330407,0.20469215733890023
760,-0.65480747,-1.596637,0.3419070041549097,0.09522494069284285,0.24668206346206686,0.20257663896708575
761,-0.59805286,-1.8509426,0.3547892949577679,0.07951204029315362,0.2752772546646143,0.15708902439091718
762,-0.46256099,-1.8137304,0.38637846196700965,0.09310562471495015,0.2932728372520595,0.16304477869216927
763,-0.45081366,-1.6600502,0.38916732851990127,0.10804538701489382,0.28112194150500747,0.19012943536429436
764,-0.38709722,-1.4975565,0.40441628075825886,0.1318552515394148,0.27256102921884406,0.22367604535839844
765,-0.20131199,-2.0821906,0.44984128469648466,0.09249851686065735,0.3573427678358273,0.12465683961005647
766,-0.079578588,-2.4579538,0.48011584534375734,0.07326854860718546,0.4068472967365719,0.0856099469413135
767,-0.14152277,-2.517406,0.4646782418881579,0.0654408175594793,0.3992374243286786,0.08066858990340688
768,-0.070302409,-2.5860049,0.4824316330208048,0.0656013244565278,0.41683030856427694,0.07532035213637389
769,-0.35632986,-1.5057509,0.4118482927716475,0.13446070673006463,0.27738758604158287,0.22185064362266255
770,-0.32438636,-1.9209112,0.41960713183914866,0.09575586026582678,0.3238512715733219,0.14647343471078814
771,-0.25714623,-1.7324808,0.43606535702128296,0.12029632647359884,0.3157690305476841,0.17684514789158814
772,-0.17793038,-2.1999594,0.45563439166553804,0.08487432442487365,0.3707600672406644,0.11080765706188637
773,-0.24000208,-1.6479979,0.4402858381495681,0.13147267866871448,0.30881315948085364,0.19243479690665669
774,-0.24489079,-1.4903947,0.43908144671034394,0.14991275548999622,0.2891686912203477,0.22528371850517565
775,-0.034279471,-2.6868129,0.4914309713429387,0.06174015675523815,0.4296908145877006,0.0680976278341127
776,-0.054495547,-3.0795519,0.48637948389376573,0.04172447527671423,0.4446550086170515,0.045979855606800464
777,-0.016865002,-2.8738844,0.4957838494322352,0.052612752228377684,0.4431710972038575,0.05647911246879649
778,-0.56497726,-0.72230156,0.3623966017866643,0.21631375489417262,0.14608284689249165,0.4856332546560274
779,-0.10890869,-1.0762192,0.4727997076418726,0.23413144094459878,0.23866826669727384,0.3408818986354665
780,-0.22108646,-0.96520448,0.44495242610019026,0.23392295439376545,0.2110294717064248,0.38090530425895985
781,-1.0288478,1.7805482,0.263307543137936,0.6795490948830573,-0.4162415517451213,5.933108057072492
782,-0.96924407,0.53913934,0.2750312007316303,0.39410132328859976,-0.11907012255696947,1.7145305990902746
783,-0.8000861,-2.3728,0.3100071015487771,0.040198913250508186,0.2698081882982689,0.0932193463471514
784,-0.24143371,-1.2812822,0.43993306574706703,0.17906193596077463,0.2608711297862924,0.27768102948068374
785,-0.10513595,-1.4455718,0.473740196755011,0.1749840705818528,0.29875612617315817,0.23561131548115188
786,-0.10268222,-1.4573644,0.47435197633132614,0.17363995745432817,0.30071201887699794,0.2328491639660918
787,-0.35286749,-0.74789082,0.41268723537054386,0.2495978369172529,0.16308939845329096,0.4733639102602509
788,-0.27074749,-1.9274304,0.43272359654053644,0.09991423457126279,0.33280936196927363,0.1455216509006253
789,-0.58872727,-1.9743483,0.35692693092118455,0.071552953098527175,0.2853739778226574,0.1388517724634052
790,-0.51740054,-2.1738697,0.37346027499981066,0.063490448720945,0.30996982627886566,0.11373663756585209
791,-0.68837274,-1.7492233,0.33439516304785016,0.08035037173821814,0.25404479130963203,0.17390896610158182
792,-0.51367619,-2.664754,0.37433213696462064,0.03998555029114388,0.3343465866734768,0.06961647708034815
793,-0.8568001,-1.5173666,0.2980083297329951,0.08516394584459837,0.21284438388839677,0.2192886018625539
794,-0.62817527,-2.0879943,0.3479244048392632,0.0620259422920799,0.28589846254718326,0.12393546405849183
795,-0.70160841,-1.7886566,0.3314557191470666,0.07654346313395108,0.2549122560131155,0.16718461468493484
796,-0.69342584,-1.9747486,0.33327141188955434,0.06487763470587551,0.26839377718367885,0.13879620122221406
797,-0.58002457,-1.2898572,0.3589269401281011,0.13355540332189483,0.22537153680620628,0.27531009456435007
798,-0.6623905,-1.8379798,0.34020282350027986,0.07583222469184014,0.2643705988084397,0.15913859337296812
799,-0.91370833,-1.4788887,0.2862415980116557,0.08373895471513773,0.202502643296518,0.22789080276386953
800,-0.81772915,-1.7226182,0.30624591082243985,0.07307764138195869,0.23316826944048116,0.1785979301343916
801,-0.89613702,-1.4970117,0.28984498738917924,0.0836966350584033,0.20614835233077594,0.22379793726825106
802,-0.55945463,-1.5799812,0.36367365720123646,0.10532253925747166,0.2583511179437648,0.20597897057312986
803,0.26976568,-2.9735239,0.5670353788429517,0.06275195598920777,0.504283422853744,0.05112284076175357
804,-0.6697382,0.33046555,0.33855546467522063,0.41598616988784654,-0.0774307052126259,1.3916158444363735
805,-0.3917413,0.5428565,0.40329818855093086,0.5377070713553622,-0.13440888280443136,1.7209156434156785
806,-0.0086644428,-2.3661028,0.4978339028511895,0.08511716858045401,0.4127167342707355,0.09384575018809682
807,-0.61635051,-2.0267396,0.35061192531116814,0.06641617619054505,0.28419574912062306,0.13176442630288246
808,-0.55863607,-1.5630427,0.36386310549882617,0.10700754650961339,0.25685555898921275,0.2094976619134254
809,-0.16900689,-2.616886,0.4578485618845669,0.05809127524695965,0.39975728663760723,0.0730299242934984
810,-0.11362288,-1.1765458,0.4716248007942518,0.21582426135092175,0.25580053944333003,0.3083419760802898
811,-0.14772456,-1.3502605,0.4631358747179339,0.1827262372813525,0.28040963743658137,0.25917273735328394
812,-0.20215938,-1.607748,0.44963157806812487,0.14064932007131226,0.3089822579968126,0.2003382682281602
813,-0.52173511,-2.3787041,0.37244659652870127,0.052131855630779315,0.32031474089792195,0.0926705915500404
814,-0.42932597,-2.6281251,0.3942872951890672,0.044896877389641654,0.34939041779942553,0.07221372891373733
815,-0.46985077,-2.1927058,0.3846515649565814,0.06521929688614408,0.31943226807043734,0.11161433360070333
816,-0.69367428,-1.3492948,0.33321621041638133,0.11476474673967559,0.21845146367670576,0.25942314135385763
817,-0.64234514,-1.2997809,0.34471660985632957,0.12541447458972965,0.21930213526659992,0.27259151129176257
818,-0.7037305,-1.6535931,0.3309856475333321,0.08648541142505933,0.24450023610827276,0.191361092328072
819,-0.66603278,-1.148593,0.33938573609079004,0.14007998719381784,0.1993057488969722,0.31708259087544477
820,-0.11062089,-2.2495278,0.4723729444027742,0.08626247384183228,0.38611047056094194,0.10544900582813442
821,-0.1681424,-2.3458492,0.45806315621372,0.07488311919078211,0.3831800370229379,0.09576584323632518
822,-0.15701199,-1.633522,0.46082744543532894,0.14300726722444607,0.3178201782108829,0.19524072394407546
823,-1.1759412,-2.1776978,0.2357827639055641,0.033776202347966654,0.20200656155759744,0.11330207464942275
824,-0.22466398,-1.8203565,0.4440690617343648,0.11455650186212389,0.3295125598722409,0.16196799904855805
825,-0.32874791,-2.4862814,0.41854530709345106,0.05651740305671772,0.36202790403673335,0.08321884952701579
826,-0.33281571,-2.5829698,0.4175556756758972,0.051378722792594256,0.36617695288330293,0.07554930420760304
827,-0.27237879,-1.9871462,0.4323231990226774,0.09453101955626478,0.3377921794664126,0.13708608401624225
828,0.61968289,-3.1452871,0.6501464234200196,0.0740826091154621,0.5760638143045576,0.043054561307693195
829,0.41495664,-2.6420161,0.6022757904949188,0.097346721470191,0.5049290690247278,0.07121754303303855
830,0.26909317,-2.9482538,0.5668702659920068,0.0642142963913451,0.5026559696006617,0.052431181386920885
831,-0.082439022,-1.7017122,0.47940190889460293,0.14379129877810728,0.3356106101164956,0.18237100095022976
832,-0.03788797,-1.7914354,0.49052914042310714,0.13831889879001816,0.352210241633089,0.16672068695736003
833,-0.41637552,-2.0306713,0.3973843808404535,0.0796547779237627,0.31772960291669083,0.1312473851992873
834,-0.37980455,-2.3264308,0.4061740380940618,0.06260642340245999,0.3435676146916018,0.09764363554245988
835,-0.21669597,-2.1492722,0.44603700476705965,0.085804878160492,0.36023212660656767,0.11656896580142236
836,-0.81763311,-1.4960137,0.30626631579837793,0.08999902696563346,0.2162672888327445,0.2240213990985507
837,-0.92726969,-1.3460827,0.28347896336354417,0.09335408190383548,0.19012488145970868,0.2602577741706195
838,-0.93719779,-1.4479455,0.2814667233119874,0.08431263319949081,0.1971540901124966,0.23505270814699594
839,-0.24507792,-2.6255409,0.43903535918841613,0.053625238480635794,0.38541012070778036,0.07240058496471291
840,-0.40864349,-2.1621818,0.3992374313613573,0.07103982130035544,0.3281976100610019,0.11507377897773957
841,-0.39879086,-1.8363124,0.4016028833999986,0.09664219571184576,0.3049606876881529,0.15940416240693342
842,-0.38127318,-1.7804386,0.4058198582689726,0.10324186209548761,0.302577996173485,0.16856419879528914
843,-0.3994521,-2.2334181,0.401443985865072,0.0670526773182181,0.33439130854685395,0.10716151464290609
844,-0.5234653,-1.8961477,0.37204228832464575,0.0816892820096574,0.29035300631498834,0.15014591365620866
845,-0.57901983,-1.1708588,0.35915816194058836,0.14806250698967688,0.21109565495091148,0.3101005125571887
846,-0.69965399,-1.4734076,0.33188894716701156,0.10219578471453182,0.22969316245247973,0.22914332450562358
847,-1.0071142,-0.92053359,0.26754498610022714,0.12701116284284544,0.1405338232573817,0.3983064520321221
848,-0.81247779,-1.4155888,0.3073627451516573,0.09725826049793888,0.2101044846537184,0.24278262094866696
849,-0.97019681,-0.94248618,0.2748412755405937,0.12867973212069725,0.14616154341989643,0.3896578705000454
850,-0.074988102,-2.1375802,0.4812617544431548,0.09862751531797335,0.3826342391251814,0.11793988894890162
851,-0.16689872,-1.8389036,0.4583719050184242,0.11859506042121952,0.33977684459720464,0.15899164902445503
852,-0.4989071,-1.6729577,0.37779753870803345,0.10230564464869027,0.27549189405934316,0.18769110987318216
853,-0.69529733,-1.9037454,0.33285569369677037,0.06920005402855897,0.2636556396682114,0.14900947268356543
854,-0.81958356,-1.6950422,0.30585206569500806,0.07483919919436621,0.23101286650064184,0.183591481303731
855,-0.4632391,-1.6783105,0.38621770116048415,0.10512352544315592,0.2810941757173282,0.1866891210156845
856,-0.45580259,-1.5066215,0.38798203729182007,0.12320494479154104,0.26477709250027903,0.2216575845031534
857,-0.24480103,-2.1808962,0.439103553725556,0.08123402661488552,0.35786952711067044,0.11294026820316568
858,-0.18422218,-2.1727022,0.4540742665000964,0.08651695728191429,0.36755730921818214,0.11386950263510255
859,-0.77623899,-1.8266515,0.3151310353318443,0.06895262484244015,0.24617841048940414,0.16095161292622837
860,-0.62173113,-2.2431932,0.34938783539195284,0.05391496708391781,0.29547286830803504,0.10611910325928979
861,-0.53594183,-1.8271434,0.3691321199877672,0.08603129310135062,0.2831008268864166,0.16087246029701516
862,-0.45206867,-2.1260734,0.3888690339442475,0.0705584767288607,0.3183105572153868,0.11930483769856058
863,-0.24944757,-2.2932484,0.43795947563261434,0.07291871163358819,0.36504076399902613,0.10093804158818644
864,-0.50583652,-2.1181005,0.3761700484548109,0.06761367280058875,0.3085563756542221,0.12025984527006164
865,-0.42673807,-2.2019711,0.3949055187360047,0.06731344667470641,0.3275920720612983,0.11058496936369644
866,-0.32624537,-1.9192192,0.41915446192781536,0.09574140040141287,0.3234130615264025,0.1467214775473825
867,-0.38677334,-2.452064,0.4044942941248851,0.05526120586733633,0.34923308825754873,0.08611566021992145
868,-0.49466287,-1.6874094,0.37879573146702783,0.10137199697830344,0.27742373448872437,0.1849981599813558
869,-0.58492334,-1.5805682,0.35780052173231613,0.1028924450704061,0.25490807666191007,0.20585809639744476
870,-0.3318977,-2.2981557,0.4177789552839482,0.0672291018311873,0.3505498534527609,0.10044392172550086
871,-0.13350712,-1.9511904,0.46667270785810205,0.11059306222138571,0.35607964563671635,0.14210480929659974
872,-0.1700319,-1.7058911,0.4575941415793319,0.13285786841617822,0.3247362731631537,0.18161048094963347
873,-0.2499122,-1.8253495,0.4378451098046272,0.11152460651299649,0.3263205032916307,0.16116130840839418
874,-0.30236139,-1.5545458,0.4249803235015323,0.13506395158679865,0.28991637191473363,0.21128532664580074
875,-0.33673249,-1.7128546,0.4166034120093106,0.11409411018709001,0.3025093018222206,0.18035022933908326
876,-0.36287484,-1.994302,0.41026382681704093,0.08649700700307983,0.3237668198139611,0.13610862483836614
877,-0.53501935,-1.961142,0.369346967146191,0.07612772217197919,0.2932192449742118,0.14069765242063928
878,-0.5953096,-1.8418413,0.35541751502699426,0.08038327114289089,0.27503424388410336,0.1585252646412284
879,-0.52428593,-2.3730267,0.3718505872845534,0.05228656936545804,0.31956401791909533,0.09319821591655927
880,-0.52089241,-2.6174528,0.3726435820708026,0.04155297353000189,0.33109060854080075,0.07298854266107134
881,-0.54880828,-2.386667,0.36614094130931774,0.050427497228482034,0.3157134440808357,0.09193559513177936
882,-0.45120807,-1.3420159,0.38907357500494394,0.14267791000927108,0.24639566499567286,0.2613183455908224
883,-0.36078664,-2.7599024,0.4107691559263787,0.04226187359354132,0.36850728233283736,0.06329794593769353
884,-0.45425267,-2.313643,0.38835013269313307,0.059083890964550786,0.32926624172858227,0.09890030069141535
885,-0.53334248,-2.1880937,0.3697376456162524,0.061720243481656424,0.30801740213459594,0.1121302989960918
886,-0.36903396,-2.2833309,0.40877447149706886,0.06584340213750625,0.34293106935956263,0.10194407503816778
887,-0.20405583,-1.7892783,0.4491623217844775,0.11990457404924856,0.329257747735229,0.16708070831262775
888,-0.18958062,-2.2579149,0.4527462883570808,0.07962188997771144,0.3731243983793694,0.10456829294754591
889,-0.58561954,-2.124815,0.3576405652198616,0.06236043829237936,0.29528012692748223,0.11945506540977169
890,-0.77466498,-2.193319,0.3154708424342265,0.048893388409224095,0.26657745402500244,0.1115459126713403
891,-0.89984814,-0.68759668,0.28908170565135966,0.1697436966114496,0.11933800903991004,0.502782966563896
892,-0.78903378,-0.79671571,0.3123761732303487,0.16998275457037798,0.14239341865997074,0.4508071167530606
893,-0.60319248,-0.93235472,0.35361364475861096,0.17718351346254246,0.1764301312960685,0.3936257398428736
894,-0.72815855,-0.64798623,0.32559895094826913,0.20162887872713015,0.12397007222113898,0.5230981161139668
895,-0.81303132,-0.75852868,0.3072449162255638,0.1719941151048297,0.13525080112073412,0.468355020423707
896,-0.67377266,-1.0633444,0.3376525945057389,0.14967949182107876,0.18797310268466016,0.34529905891589396
897,-0.67132052,-1.3224104,0.33820121736734,0.11986270812023735,0.21833850924710263,0.2664921744426652
898,-0.76521394,-1.0474487,0.3175153353387535,0.14031662942512055,0.17719870591363293,0.35083168515508156
899,-0.57738004,-1.6759031,0.35953566897299727,0.09506664397991645,0.26446902499308084,0.18713909782538066
900,-0.44567461,-1.8376704,0.3903896570581159,0.09251174537573546,0.2978779116823804,0.15918783847158166
901,-0.44085356,-1.9928988,0.39153760179646085,0.0806348558788713,0.31090274591758954,0.136299746520352
902,-0.097257754,-2.0922613,0.4757047093875086,0.100695637759496,0.37500907162801256,0.12340775809470232
903,-0.201948,-2.4039989,0.44968388735846626,0.06875666726143781,0.38092722009702845,0.09035590564463143
904,-0.38858921,-1.9705898,0.4040569657565431,0.08633893591075015,0.31771802984579295,0.13937462881249998
905,-0.35712477,-2.356089,0.4116557557991736,0.06219812974904096,0.34945762605013264,0.09479022375368824
906,0.0011069456,-3.2863745,0.5002767363717422,0.03608007143527626,0.46419666493646594,0.037389158360315256
907,-0.35233976,-2.2785318,0.4128151506019857,0.06717781371238286,0.34563733688960285,0.10243449068430252
908,-0.015273692,-2.6418234,0.4961816512302148,0.06555292910953095,0.4306287221206838,0.07123126797593682
909,-0.060930765,-2.4014066,0.4847720196886813,0.07854100991577305,0.4062310097729082,0.09059043911805648
910,-0.24850106,-2.0742779,0.4381924736550964,0.08925390621935497,0.3489385674357414,0.12564712453171484
911,-0.28178168,-2.2752898,0.43001702770455585,0.07195285108813664,0.3580641766164192,0.10276712220745472
912,-0.23422732,-2.4109101,0.4417094235652419,0.06628934522500461,0.3754200783402373,0.08973359085757227
913,-0.32769225,-1.9332355,0.4188022399991617,0.094411018719301,0.32439122127986075,0.1446793304077868
914,-0.39786188,-2.4750591,0.4018261544154676,0.05350852483485805,0.3483176295806095,0.08415801637156592
915,-0.37418092,-2.4344784,0.40753115152363856,0.056858032338640625,0.35067311918499794,0.08764344995119884
916,-0.37378155,-2.667899,0.40762758277512584,0.04557800990462198,0.3620495728705039,0.06939787718844187
917,-0.58848427,-1.70915,0.3569827086736693,0.0913190793614461,0.2656636293122232,0.18101959389713054
918,-0.56018473,-2.0459606,0.3635047178384483,0.06874396303683189,0.2947607548016164,0.12925596704070755
919,-0.60887962,-1.5269239,0.35231481408547577,0.10566530175060601,0.24664951233486976,0.21720277820610376
920,-0.64834829,-1.229535,0.3433618428676967,0.1326321924544216,0.21072965041327513,0.2924285253348609
921,-0.64648607,-1.1377506,0.34378182973261256,0.1437807791369218,0.20000105059569076,0.3205392324411905
922,-0.76244322,-2.0703806,0.318116051900273,0.055575997084775425,0.2625400548154976,0.12613776453476894
923,-0.73992097,-1.9916091,0.32302142568826436,0.061138277210739375,0.261883148477525,0.13647564570764875
924,-0.34317452,-1.8427517,0.415038554890062,0.10102145761152202,0.31401709727853994,0.158381008915469
925,-0.20256954,-2.2611062,0.44953008073325956,0.0784442032326383,0.3710858775006213,0.10423511607071297
926,-0.4798075,-2.3870127,0.3822975823327751,0.053818344019998944,0.32847923831277615,0.0919038184894514
927,-0.33001436,-2.2492226,0.4182371291530603,0.07048670761902477,0.34775042153403557,0.10548119377634423
928,-0.4800887,-2.1544078,0.3822311802361697,0.06695101309838195,0.3152801671377877,0.11597184881004535
929,-0.3567094,-1.8080095,0.4117563601489423,0.10296378594666585,0.30879257420227646,0.16398021478345767
930,-0.18857353,-1.7669101,0.4529958239664566,0.12395665415967067,0.32903916980678594,0.1708601146912939
931,-0.39330448,-1.8990733,0.40292206815462855,0.09175620043170186,0.3111658677229267,0.14970728870464936
932,-0.50262192000000006,-1.9648906,0.3769247059903749,0.07816728790872565,0.29875741808164924,0.1401712205085598
933,-0.42919369,-1.676232,0.39431888737852033,0.10857059024213375,0.2857482971363866,0.1870775578969019
934,-0.10866854,-1.81763,0.47285956785620537,0.12716084207942585,0.3456987257767795,0.16241020736450992
935,-0.54900963,-2.1083794,0.36609421290807687,0.065535048498503,0.30055916440957386,0.12143460397414639
936,-0.53372127,-2.1824145,0.3696493798876707,0.06202790876208777,0.30762147112558297,0.1127689211050186
937,-0.37971397,-1.8894469,0.40619588587580385,0.09370945357103419,0.3124864323047697,0.1511553897660136
938,-0.343891,-1.7799961,0.41486461735865054,0.10679670833414975,0.30806790902450076,0.16863880495865236
939,-0.33705688,-1.9372662,0.4165245727723357,0.09327195600225109,0.3232526167700846,0.14409734512269362
940,-0.35116145,-2.3404896,0.41310080084643447,0.06346780974588465,0.3496329911005498,0.09628048776219186
941,-0.36507769,-2.3195611,0.40973095849500835,0.063885894079325,0.34584506441568336,0.09831672734784634
942,-0.41760166,-1.761122,0.3970907940283031,0.1016774484475862,0.2954133455807169,0.17185193773761429
943,-0.55875652,-2.16783,0.36383522578647237,0.06142265528917909,0.3024125704972933,0.11442565135957912
944,-0.69276788,-1.8628458,0.33341762767445904,0.07205025737863228,0.26136737029582674,0.1552302469624002
945,-0.62052005,-1.3843542,0.3496631834147674,0.11869210617518157,0.23097107723958582,0.25048551111256684
946,-0.22601246,-1.8416774,0.4437361853002648,0.11227708623258456,0.33145909906768023,0.15855124906146817
947,-0.31641983,-1.7400465,0.4215485096423224,0.11340062345450255,0.30814788618781985,0.17551223910812472
948,-0.20276597,-2.2549853,0.4494814740642935,0.07887355843305231,0.3706079156312412,0.10487508538871093
949,-0.19597654,-2.5361956,0.4511620740908374,0.06110143252680138,0.390060641564036,0.07916701058131144
950,-0.17592812,-2.1525343,0.456131059556573,0.0887929883668256,0.36733807118974743,0.11618932572668059
951,-0.25217236,-2.1323011,0.4372888796993789,0.08436436116476767,0.35292451853461126,0.11856415173970898
952,-0.20463561,-1.8245808,0.4490188794401533,0.11616935222040098,0.3328495272197523,0.1612852407334542
953,-0.23794514,-1.9823056,0.44079280064240955,0.09794664840720163,0.3428461522352079,0.13775127156910924
954,-0.23471513,-1.4558636,0.4415891319646606,0.15569974665992178,0.28588938530473884,0.2331988863574116
955,-0.31671778,-1.9846094,0.42147585761497075,0.09101310417225489,0.33046275344271586,0.13743428546616043
956,-0.34466701,-2.2708155,0.41467625185902224,0.06814861491728975,0.3465276369417325,0.103227963344285
957,-0.35228366,-1.8400385,0.41282874924128826,0.1004420835861463,0.31238666565514195,0.15881131175371765
958,-0.22342301,-2.2563306,0.44437544337152896,0.0772897718714268,0.3670856715001022,0.10473409179694156
959,-0.026541403,-1.2236053,0.49336503874312737,0.2226747448668328,0.27069029387629456,0.29416769002803556
960,-0.087159986,-1.1718969,0.4782237876635923,0.22113628676589758,0.2570875008976947,0.3097787642474576
961,-0.41574045,-2.0762536,0.3975364709817074,0.07642133614847575,0.3211151348332317,0.12539912857125582
962,-0.63297227,-1.9720461,0.34683689042858246,0.0688161440949237,0.27802074633365875,0.1391718052623742
963,-0.54540032,-1.6398897,0.36693222684603904,0.10107924949616577,0.2658529773498733,0.1940014394695893
964,-0.67493965,-1.1115612,0.3373916544545561,0.14350226551991643,0.19388938893463967,0.32904485504075015
965,-0.51436677,-1.3845507,0.37417041192988765,0.1302310444564412,0.24393936747344644,0.2504362955452211
966,-0.75267878,-1.1419075,0.3202378884485481,0.13072242853323532,0.1895154599153128,0.3192095485021629
967,-0.80125014,-1.2230403,0.3097581653342469,0.11667607849290115,0.19308208684134573,0.2943339417345858
968,-0.64613954,-1.9428907,0.3438600097054794,0.0698477609878382,0.27401224871764124,0.14328914459759529
969,-0.26306965,-3.3439018,0.43460927051587783,0.02641710000251181,0.40819217051336604,0.03529895919635798
970,-0.17521559,-2.4983143,0.45630782632192,0.06455348357813072,0.3917543427437893,0.08222348599736819
971,-0.12960885,-2.6491501,0.4676430703563335,0.05848285356147889,0.4091602167948546,0.07071128505038579
972,-0.33912285,-2.1442659,0.416022563008913,0.07703092602841465,0.33899163698049833,0.11715400824198778
973,-0.27758529,-2.3702266,0.4310458735333877,0.06612400061206643,0.3649218729213213,0.09345954594530619
974,-0.33313155,-2.1454557,0.41747886446215854,0.07737299309602631,0.34010587136613224,0.11701470129311924
975,-0.69905544,-1.9809934,0.3320216822025011,0.06416094377830373,0.2678607384241974,0.1379321474343637
