journal_title,observed_rate,ppc_q025,ppc_q50,ppc_q975,observed_within_ppc_95
Brazilian Political Science Review,0.49707602339181284,0.38011695906432746,0.49122807017543857,0.5906432748538012,TRUE
Dados,0.4176470588235294,0.34411764705882353,0.4176470588235294,0.49117647058823527,TRUE
Opinião Pública,0.6134020618556701,0.5385953608247422,0.6056701030927835,0.6675902061855669,TRUE
Revista Brasileira de Ciência Política,0.32786885245901637,0.2459016393442623,0.32786885245901637,0.4262295081967213,TRUE
Revista Brasileira de Ciências Sociais,0.28936170212765955,0.22542553191489362,0.2978723404255319,0.3872340425531915,TRUE
Revista de Sociologia e Política,0.34234234234234234,0.27627627627627627,0.34234234234234234,0.4144144144144144,TRUE
Contexto Internacional,0.07207207207207207,0.018018018018018018,0.07207207207207207,0.16216216216216217,TRUE
Revista Brasileira de Política Internacional,0.08860759493670886,0.0379746835443038,0.08860759493670886,0.1518987341772152,TRUE
