eligible_order,pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
2835,S0103-33522022000300204,"Médici, Geisel e as origens da Política Nacional de Exportação de Material de Emprego Militar-Pnemem, 1973-1974: análise de política externa brasileira","Médici, Geisel and the origins of the Brazilian arms sales policy-Pnemem, 1973-1974: Brazilian foreign policy analysis",Carlos Federico Domínguez Avila,2022,2178-4884,Revista Brasileira de Ciência Política,10.1590/0103-3352.2022.39.257452,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2835_S0103-33522022000300204.md,9e18d0f47b91c88f5af3594ae421c7ff5090eb62ca63917ea8950729bfd1d057,f40ddbfbab73a6bb33ddd6609d18d4fb47f7ee8a2a585d45d50d161fdeb53ecf,TRUE,TRUE,58553,8612,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/fNbqgNLQG8hFFLtMS5vMjsf/?lang=pt,2026-06-04T00:38:31Z,1237,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2836,S0103-33522022000300205,O primeiro na linha sucessória: uma revisão de escopo da literatura sobre a vice-presidência na América Latina,The first in the line of succession: a scoping review of the literature on the vice presidency in Latin America,Amanda Vitoria Lopes,2022,2178-4884,Revista Brasileira de Ciência Política,10.1590/0103-3352.2022.39.256116,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2836_S0103-33522022000300205.md,80ad47ee80480f452f3217ba2f277323c735b2d2252d48e2ce984d64a7a191ea,991346a37fa52e98ecd68d4d57c1ee8658a13ef2a3a902abb29c5ddf6d572e76,TRUE,TRUE,43627,6709,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/NV3KgkLJVDWtK5t9kPbkfyy/?lang=pt,2026-06-04T00:38:31Z,1046,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2837,S0103-33522022000300206,Gênero na propaganda eleitoral: as candidatas dos pleitos majoritários de 2018 e o discurso protagonizado no Horário Gratuito Político Eleitoral (HGPE),Gender in electoral advertising: female candidates in the 2018 majority elections and the discourse mobilized in free televised electoral advertising,Michele Goulart Massuchin; Camilla Quesada Tavares,2022,2178-4884,Revista Brasileira de Ciência Política,10.1590/0103-3352.2022.39.261713,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2837_S0103-33522022000300206.md,37f1ece9ea0384fb72efe351a6d42cfb616fbb9ca71c537615e2873867d6d219,fd9cd2979abd23cae4b7629fc37e5782db41f79b8fd7eebd987764b4c177c131,TRUE,TRUE,62384,9639,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/tT66BHLHnk59qGdgyKbQCFF/?lang=pt,2026-06-04T00:38:32Z,859,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2862,S0103-33522023000300200,Despublicização e resistência contra o &#8220;Escola sem Partido&#8221; na Câmara dos Deputados,De-publicization and resistance against the &#8220;Escola sem Partido&#8221; in the Brazilian Chamber of Deputies,Marcos Paulo Dias Leite Resende; Cláudia Feres Faria,2023,2178-4884,Revista Brasileira de Ciência Política,10.1590/0103-3352.2023.42.269426,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2862_S0103-33522023000300200.md,0b05548b775a55322a7cd9121335f25cf3b9ff131c2a80492853ac88719d740b,7395afa6e67b0c60cebbc04c3d022df39308a32518d103089cb0d8395f49d3f1,TRUE,TRUE,60337,9152,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/k9Qy3nfFWn5PqtvRY8hKSFS/?lang=pt,2026-06-04T00:38:46Z,908,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
