eligible_order,pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
3123,S0103-33522014000200027,O episcopado argentino e o sindicalismo em tempos de crise econômica e retorno da democracia (1983-1989),Argentinean bishops and unionism in times of economic crisis and return of democracy (1983-1989),Mariano David Fabris,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141402,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3123_S0103-33522014000200027.md,53c95992386db27b76aa2f5a7665276d946ce6a9938c3795dc259f86f3124a30,8d2f0806e3c0fd2c9d2c2739cca7741fef0a8bf14b533af01a23cae4f5d94e0b,TRUE,TRUE,57279,8864,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/bMhcMz7RM8KSznqvdvP4jxk/?lang=pt,2026-06-04T00:36:52Z,818,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3124,S0103-33522014000200057,O neopentecostalismo e os dilemas da modernidade periférica sob o signo do novo desenvolvimentismo brasileiro,Neopentecostalism and the dilemmas of peripheral modernity under the sign of the Brazilian new developmentalism,Gabriel Henrique Burnatelli de Antonio; Milton Lahuerta,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141403,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3124_S0103-33522014000200057.md,b3da02e4150518b8197616d68857d4910311dbaa18447dde9af062f53ad9fc0a,0977136290c3ae29dd406d6d155e8b322c0e434e7afbbd8afcd9e853d588c525,TRUE,TRUE,49705,7271,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/RS8WDsN4tkYGcFKbnqsnWZd/?lang=pt,2026-06-04T00:36:53Z,1042,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3125,S0103-33522014000200083,Aborto no Congresso Nacional: o enfrentamento de atores religiosos e feministas em um Estado laico,Abortion in National Congress: the struggle between feminists and religious actors in a laic State,Naara Luna,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141404,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3125_S0103-33522014000200083.md,4eb544e70ea4ad352ef66c154414bdd3c40ab45da9516d242ce33598d4d71ff8,330632e53c86283c624e3932eb56c4e2525deb6bc10cacba1ff33c03d88a4259,TRUE,TRUE,55637,8722,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/vVDYdYCdWQFKGWXWQXDzP9N/?lang=pt,2026-06-04T00:36:58Z,991,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3126,S0103-33522014000200111,Feminismo frente a fundamentalismos religiosos: mobilização e contramobilização em torno dos direitos reprodutivos na América Latina,Feminism in the face of religious fundamentalisms: mobilization and counter-mobilization in the field of reproductive rights in Latin America,Alba M. Ruibal,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141405,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3126_S0103-33522014000200111.md,b985275b50d3cfcb86f7e316eca65570a499dc59539e045d7a91366af94e747b,2d1a669c9ae38750a3e8f949ee7d2b7102ac1a5074fb6bea1808adb88e036c26,TRUE,TRUE,46929,7235,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/sMhqnm8cs9rBNPGjPSGQhNq/?lang=pt,2026-06-04T00:36:58Z,1036,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3127,S0103-33522014000200139,O desfecho das guerras de religi&#227;o: a autonomiza&#231;&#227;o da raz&#227;o pol&#237;tica na metade do s&#233;culo XVI,Putting an end to the wars of teligion: autonomization of political reason in the middle of the 15th Century,Olivier Christin,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141406,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3127_S0103-33522014000200139.md,bbbea6ec266faf9e9c148e82aaa2c4a97151d963219d5a65065a40c5e1a1cb7d,0a75e5b232a8dd7af8ec8d55ce183654c707c99fb533e7283c93bea94de94949,TRUE,TRUE,52995,8238,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/BRMfDpB9w4QtkrZmJDNwQmj/?lang=pt,2026-06-04T00:36:58Z,1361,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3128,S0103-33522014000200167,A descentralização do poder de decisão nos Relatórios do Desenvolvimento Humano (PNUD/ONU) produzidos no início da década de 2000,Decentralization of decision-making power in the Human Development Reports (UNDP/UN) produced in the early 2000s,Maria José de Rezende,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141407,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3128_S0103-33522014000200167.md,1c250c7a2e01ded0c5bd8cab3aac72d89ca139c231ada966ff2ca07d4cba47e2,88b56cac69b0eb14250bc2a554eb21f2337d866f9e811a08de6a3e77097f0d71,TRUE,TRUE,66445,10286,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/98wSpJsKxwgcp7K4vmZcptb/?lang=pt,2026-06-04T00:36:58Z,931,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3129,S0103-33522014000200201,Deputados brasileiros no Twitter: um estudo quantitativo dos padrões de adoção e uso da ferramenta,Brazilian deputies on Twitter: a quantitative approach,Francisco Paulo Jamil Almeida Marques; Jakson Alves de Aquino; Edna Miola,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141408,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3129_S0103-33522014000200201.md,c347a4cd510afc385f68f92c363771d3a4768a44abfecf297397d32acbbc0eeb,9666555743c27f24d511aec7d9625b175b603625387e611f38c0670354471a49,TRUE,TRUE,37597,5886,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/G9V7JzMDRVdkBH7wr7PLHbw/?lang=pt,2026-06-04T00:36:59Z,777,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3130,S0103-33522014000200227,"Os senadores-empresários: recrutamento, carreira e partidos políticos dos empresários no Senado brasileiro (1986-2010)","Businessmen-senators: businessmen's recruitment, career and political parties in Brazilian Senate (1986-2010)",Paulo Roberto Neves Costa; Luiz Domingos Costa; Wellington Nunes,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141409,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3130_S0103-33522014000200227.md,e079781fd9ef7bd3951bf981872794700b6a4bf3322f8cd0166f8234bcbd24e8,fc0433370810d9e51f744161f1280fec741163f5f195003846e648e730d39214,TRUE,TRUE,42214,6476,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/9MX9nGf7zdrqBM8JjpWQHbK/?lang=pt,2026-06-04T00:36:59Z,1004,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3131,S0103-33522014000200255,O sistema partidário brasileiro: um debate com a literatura recente,The Brazilian party system: a debate with the recent literature,Yan de Souza Carreirão,2014,0103-3352,Revista Brasileira de Ciência Política,10.1590/0103-335220141410,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3131_S0103-33522014000200255.md,b3833ce2fd680455a9e57f3bd73a81ebad532bfdb612640179dd097beb58e7d8,077ab01642f4f67fd201a5ded6e0de117269910e4a4b424e02a9d8d6becaeb3c,TRUE,TRUE,62765,9641,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/MjzLhCM43mvxLzMd8M9w6Zh/?lang=pt,2026-06-04T00:36:59Z,1326,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
3132,S0103-33522014000300017,Da teoria &#224; pr&#225;xis? Axel Honneth e as lutas por reconhecimento na teoria pol&#237;tica contempor&#226;nea,From theory to praxis: Axel Honneth and the struggles for recognition in contemporary political theory,Rúrion Melo,2014,2178-4884,Revista Brasileira de Ciência Política,10.1590/0103-335220141502,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/3132_S0103-33522014000300017.md,1f26e2358e9982c66c7bada0f86fbfef345f9afa6c4641224ac304e84da1beed,51d9b31ec7e7b6056a5a09eff4bd776e75e000e84c180bb0ef3c44b1a9d71aa4,TRUE,TRUE,36306,5270,articlemeta_fulltexts_html,http://www.scielo.br/j/rbcpol/a/md99hfRY7CPpkRYBDcgPpNx/?lang=pt,2026-06-04T00:37:00Z,1073,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
