eligible_order,pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
2659,S0104-62762011000100002,Redesenhando o Mapa Eleitoral do Brasil: uma proposta de reforma política incremental,Redesenhando o Mapa Eleitoral do Brasil: uma proposta de reforma política incremental,Octavio Amorim Neto; Bruno Freitas Cortez; Samuel de Abreu Pessoa,2011,1807-0191,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2659_S0104-62762011000100002.md,56851e5c5e0d7ec38722db9220b91cb05f5feeeba8a6b774a65f8f0d88b864c1,4f13c2b34d048a09379ca16c5f38f8c2c84324df52dc7eae52809741aac27ace,TRUE,TRUE,45009,6887,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/WSxssd5zyq6vN4K7StL75zB/?lang=pt,2026-06-04T00:44:35Z,986,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2660,S0104-62762011000100003,Political Science contra a democracia: a formação de uma tradição,Political Science contra a democracia: a formação de uma tradição,Álvaro Bianchi,2011,1807-0191,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2660_S0104-62762011000100003.md,cd967448101027c3996ed112f9f26f7218f440e6278443edd8cfd2412b3f2fc9,c43245b5e89ba6ddca93afab12f0dc5cd70b62d6b5c8049d4696675569f19737,TRUE,TRUE,61599,9563,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/zXWqfTY38zVzQVJwcZ4GPPw/?lang=pt,2026-06-04T00:44:35Z,944,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2661,S0104-62762011000100004,O uso do HGPE como recurso partidário em eleições proporcionais no Brasil: um instrumento de análise de conteúdo,O uso do HGPE como recurso partidário em eleições proporcionais no Brasil: um instrumento de análise de conteúdo,Emerson Urizzi Cervi,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2661_S0104-62762011000100004.md,63c4d0f6283b7b07a58ebea9ea12df97e2484ca4d1298130c3cdf29b09e1a716,6aea737051f260479c8043d018503cb9e7730ebd52749ef8e9c5bdebc5a0bf2e,TRUE,TRUE,58772,9439,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/7zf59nZRtZJTYZtTTWJMvCy/?lang=pt,2026-06-04T00:44:36Z,483,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2662,S0104-62762011000100005,"Corrupção e reforma institucional no Brasil, 1988-2008","Corrupção e reforma institucional no Brasil, 1988-2008",Sérgio Praça,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2662_S0104-62762011000100005.md,f9a61d13eba5fc6f7bb21eaec41090742c4312a910ab7c3e81dbf76c5b0f4386,b2321d7052b5eda7a7eac41fe5abcc575197491faabc7dcb718a13a875d0f12f,TRUE,TRUE,48452,7291,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/rt9WQH4WMj5MZk9vFGJ33rb/?lang=pt,2026-06-04T00:44:36Z,781,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2663,S0104-62762011000100006,"Participação política, efeitos e resultados em políticas públicas: notas crítico-analíticas","Participação política, efeitos e resultados em políticas públicas: notas crítico-analíticas",Alexander Cambraia N. Vaz,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2663_S0104-62762011000100006.md,734ed1fc7ca724f97d8370f8e4181412394669b513774c5d7c985d674b940218,fc6fd3b28b7212149fb4ca98b8ce515abcd9ac6e2f67aeffbccc8e94f92a47fd,TRUE,TRUE,73598,11271,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/NMMW5sdbRxHfNQcx5tgkWgc/?lang=pt,2026-06-04T00:44:36Z,562,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2664,S0104-62762011000100007,Reconhecimento e (qual?) deliberação,Reconhecimento e (qual?) deliberação,Ricardo Fabrino Mendonça,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2664_S0104-62762011000100007.md,a614589d96bd610351af7bd813e97a81184c516c055f90bb3aee6ac68da0e378,c05f57a210df9d9473b4df94e86f7765ae7187d152167e99352d28b3c01b636a,TRUE,TRUE,38631,5706,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/WRnqZdMV7YJ9bdfYHpKCPpc/?lang=pt,2026-06-04T00:44:37Z,721,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2665,S0104-62762011000100008,As Conferências Públicas Nacionais e a formação da agenda de políticas públicas do Governo Federal (2003-2010),As Conferências Públicas Nacionais e a formação da agenda de políticas públicas do Governo Federal (2003-2010),Viviane Petinelli,2011,1807-0191,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2665_S0104-62762011000100008.md,f5fa0d4418726ffe93f9a4558d18dafd26d7f434fe2605b89380603d53a5149f,6e039198245182be1baaf11cbb086051d792026f9692eca1eab10df23e12b2de,TRUE,TRUE,37546,5717,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/5kd5PSrj5sgjJbM7n6KXwBJ/?lang=pt,2026-06-04T00:44:37Z,879,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2666,S0104-62762011000100009,Tendências,Tendências,,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2666_S0104-62762011000100009.md,24d1a7fe428394ee3dcb0615b1fad8ad3cd1a15c519286f0d6604a665071b144,dd8e01d373bc96d2a70d56149471a14e6ae98f7cafab6908b09c806cc3131aeb,TRUE,TRUE,26261,4719,pdf_text_extraction,https://www.scielo.br/j/op/a/Gc8hxZBhmfhH4z7MPqftxQp/?lang=pt&format=pdf,2026-06-04T00:44:38Z,0,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2667,S0104-62762011000200001,Os partidos políticos brasileiros realmente não importam?,Os partidos políticos brasileiros realmente não importam?,Maria do Socorro Sousa Braga; Jairo Pimentel Jr,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2667_S0104-62762011000200001.md,414a1223e40944aff72e055d90497b89f0a2e29fcc16c0430bd182193381b374,4e43f6432827238d745d6b74a85667876fa2a4d8ab394793369673bc753b59d8,TRUE,TRUE,42428,6565,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/yBzsBCXGzsPK5GyMCQbwJ5L/?lang=pt,2026-06-04T00:44:38Z,1387,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
2668,S0104-62762011000200002,Mobilidade social ascendente e voto: as eleições presidenciais de 2010 no Brasil,Mobilidade social ascendente e voto: as eleições presidenciais de 2010 no Brasil,Vitor Peixoto; Lucio Rennó,2011,0104-6276,Opinião Pública,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/2668_S0104-62762011000200002.md,ef10fb90108c352a1fec0f713bfb184294fe2c5bcc1148a3a0af0df9cd0ffa35,a96e983e9634fbacca51ed7aaf0b970da618bda093c4cff1250b65bcd8b560b6,TRUE,TRUE,25587,4002,articlemeta_fulltexts_html,http://www.scielo.br/j/op/a/D5dqMJzXKPr4nqyhGmcP6NM/?lang=pt,2026-06-04T00:44:39Z,769,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
