eligible_order,pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
1500,S0101-33002006000200005,Leituras em competição,Leituras em competição,Roberto Schwarz,2006,1980-5403,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1500_S0101-33002006000200005.md,468efd2ff984cea83049e6d6e4eb9284e8c90ac78678603aaa9247aa85ef8db9,db3f0e6d4d7def268aeaf6df31faa40a14832d4a0ec6151a595e9c9db4888208,TRUE,TRUE,56173,8917,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/84LWcJ64QNKSFVpJncJfsYz/?lang=pt,2026-06-04T00:20:47Z,410,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1501,S0101-33002006000200006,Conflitos e representações culturais,Conflitos e representações culturais,Beatriz Sarlo,2006,1980-5403,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1501_S0101-33002006000200006.md,3ecec24964659d0a9ad2a79f44353581e05e22bba4edac3d77b381c01cc3d08a,059434e051e51aa4915ad4e6c066c9cf4ebc0f49b9b5e92cc188ce1eaa1d0fc6,TRUE,TRUE,30607,4754,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/sDD576MZFc3nLWj63yNBS3N/?lang=pt,2026-06-04T00:20:47Z,0,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1502,S0101-33002006000200007,O que é a Multidão? Questões para Michael Hardt e Antonio Negri,O que é a Multidão? Questões para Michael Hardt e Antonio Negri,Nicholas Brown; Imre Szeman,2006,1980-5403,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1502_S0101-33002006000200007.md,35c6aeed956f8f0ec25ab00051d223fadfce6a9adb86216b5f85f58f71a0356d,9fa79479b2d789ea483f86e361ace2d7fe339b930ff36cbd34808f8628362f56,TRUE,TRUE,45222,7078,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/DSTWR3p6CbpgQCFWtdBTYSQ/?lang=pt,2026-06-04T00:20:48Z,437,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1503,S0101-33002006000200008,Religião como solvente: uma aula,Religião como solvente: uma aula,Antônio Flávio Pierucci,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1503_S0101-33002006000200008.md,7bba07aa3ef32d8b1097cea19931f11012ebb301c9e1ead489fa877dce779a0f,2efc24f07bbc8ec03a4fdfad0f2c5f5e187b1e5575cd01ce9328d64b676a9cab,TRUE,TRUE,48349,7587,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/sppGWNSmKdp6RfpbPPVMmPN/?lang=pt,2026-06-04T00:20:49Z,509,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1504,S0101-33002006000200009,Variações sobre a porta barroca,Variações sobre a porta barroca,Roger Bastide,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1504_S0101-33002006000200009.md,7aa01758e2f0ff98fbc6745f20725fc2f962c1b59a5701ad41df31f5fa7837ef,799a172233d0f4f00f250027b74fb8950769f1d339897fe24f33521e4d9cb30b,TRUE,TRUE,19240,3285,pdf_text_extraction,https://www.scielo.br/j/nec/a/jt6pscVVYz7Qg7SRSczymVS/?lang=pt&format=pdf,2026-06-04T00:20:49Z,409,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1505,S0101-33002006000200010,"Corrosão social, pragmatismo e ressentimento: vozes dissonantes no cinema brasileiro de resultados","Corrosão social, pragmatismo e ressentimento: vozes dissonantes no cinema brasileiro de resultados",Ismail Xavier,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1505_S0101-33002006000200010.md,e6099d0434eca9a6d8b46542a78e55703a2e532aaba71e9834ea393d47f1fcd6,048f1e9b2e920cafe5cdccc22b8bd15df881fd2ad5892bea6c230453210fc464,TRUE,TRUE,50309,8707,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/DnmsbrRmBMCqWX73bMwnkFj/?lang=pt,2026-06-04T00:20:50Z,419,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1506,S0101-33002006000200011,Einstein e a modernidade,Einstein e a modernidade,Alberto Tassinari,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1506_S0101-33002006000200011.md,f5011159351c599c5772205fe4e2363c1886dab942fb44910380bc9ec70b4e23,4e051a3b60f9b28bea62fd4c00ed7df96bcd6d364a9c917dfbb604a0c22b7b4d,TRUE,TRUE,41945,7067,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/hM7C9h5qSmfz3pPkxqmfjQM/?lang=pt,2026-06-04T00:20:50Z,625,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1507,S0101-33002006000200012,A conjuntura social brasileira revisitada,A conjuntura social brasileira revisitada,Argelina Cheibub Figueiredo; Haroldo da Gama Torres; Renata Mirandola Bichir,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1507_S0101-33002006000200012.md,6d82ae1a522456904d5055b7bdcffc7e84e6449b977b1fd0bafdf2155c4adff1,e513720805531b39a19e0531eeb69f43297be31347c22d323baf3f75ec68a340,TRUE,TRUE,20501,3293,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/HxrgLQVqRKFpRz8bKKB7SjC/?lang=pt,2026-06-04T00:20:50Z,471,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1508,S0101-33002006000200013,Chaves para ouvir Schumann (paralipomena à Kreisleriana - I),Chaves para ouvir Schumann (paralipomena à Kreisleriana - I),Leopoldo Waizbort,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1508_S0101-33002006000200013.md,71e885e6a0aaf0c5648acce786e223ac4adac8c1fecd160994d66060caaf87c5,872685ad8c12976f1926bb0a077ae05f882a729975f134828211e836b39584fd,TRUE,TRUE,74525,11850,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/5VwsSVZ96b6MFNJmZj7K55c/?lang=pt,2026-06-04T00:20:51Z,524,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1509,S0101-33002006000200014,Metamorfoses da pobreza,Metamorfoses da pobreza,Adalberto Cardoso,2006,0101-3300,Novos estudos CEBRAP,,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1509_S0101-33002006000200014.md,a4c987d8c1b7b56ecb7a0f7a78f6a1ea254b624474b7ef71ec29c2a996414504,cefcfca3d1903307dea1b8fe4bffa16b6acc073c157e540ac8c0b3a99d7591e0,TRUE,TRUE,13798,2214,articlemeta_fulltexts_html,http://www.scielo.br/j/nec/a/mR7J45nV9dtfsFvD8Jf7gFL/?lang=pt,2026-06-04T00:20:51Z,0,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
