eligible_order,pid,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
1400,S0011-52582024000400201,"Curiosidade Feminista nas Relações Internacionais: Olhares, Vozes e Reflexões para Além do Cânone","Feminist Curiosity in International Relations: Perspectives, Voices, and Reflections Beyond the Canon",Enzo Lenine,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.329,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1400_S0011-52582024000400201.md,fe68d686cff7dd425c7140ddc5081ff3bb3e399b4d1648f88660756c01aa9712,bedb4e142b77a2e0038c12b2897a548be1b3057780751613bcef76e336f0f4aa,TRUE,TRUE,67057,9700,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/ShCmGBfFpjFqXpJppsbJqhq/?lang=pt,2026-06-04T00:08:16Z,876,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1401,S0011-52582024000400202,"Democracia, Populismo e Discurso do Voto Impresso: Análise de Conteúdo no Facebook por Mineração de Texto e Redes Semânticas","Democracy, Populism and the Printed Ballot Discourse: Facebook Content Analysis Through Text Mining and Semantic Networks",Augusto Neftali Corte de Oliveira,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.330,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1401_S0011-52582024000400202.md,28cb3044753cfc2076f230bec81167cb15e11c7e7e64588a41b82b4076ac6000,cace33d0d4ef05d1d17cd57096c3649d96ce47d203c2ee2eec22177d03f9600d,TRUE,TRUE,68923,10427,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/KyX4jrLF7XhqSzLyjjCRDGJ/?lang=pt,2026-06-04T00:08:17Z,1255,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1402,S0011-52582024000400203,Temática e Pluralização na Política Externa Brasileira: Um Estudo Exploratório dos Processos Decisórios no Governo Fernando Henrique Cardoso,Issue Area and Pluralization In Brazilian Foreign Policy: an Exploratory Study of Decision-Making Processes in the Fernando Henrique Cardoso Government,Martin Egon Maitino,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.336,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1402_S0011-52582024000400203.md,763cd5b81b3772e6f8738842e931f820c69de240eaac5ffc54bb0e0d90d7b9b6,4cc3a8a3fc3995ebfb0fae5a97cfdeba633125c7fcee1a53a383e3b3fe0ce990,TRUE,TRUE,60839,9085,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/TLvkBXgN7Py5dyZMKrCsTBN/?lang=en,2026-06-04T00:08:17Z,1220,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1403,S0011-52582024000400204,Conselhos Locais de Política Urbana: Avaliação da Capacidade Decisória em Metrópoles Nacionais,Local Urban Policy Councils: Assessing Decision-Making Capacity in National Metropolises,Paulo Nascimento Neto; Mario Prokopiuk; Gabriela do Carmo Takahashi; Briani Helena de Souza Britto,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.335,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1403_S0011-52582024000400204.md,a69e508ae0d7ac196c79e6c833ea022e342646b67ab4491607b1df24982a5870,a30f932f10ece81afe9a6c901e63b9604af435c0d434d3115858a9b533fe3599,TRUE,TRUE,38031,5422,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/bFVMwC5HPML4zhcxFg3pnZM/?lang=pt,2026-06-04T00:08:18Z,1086,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1404,S0011-52582024000400205,Política Externa no Governo Bolsonaro (2019-2021): Disputas Discursivas e Rupturas Institucionais nas Políticas De Gênero*,Foreign Policy in the Bolsonaro Government (2019-2021): Discursive Disputes and Institutional Ruptures in Gender Policies,Fabiane Simioni; Gabriela Kyrillos,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.338,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1404_S0011-52582024000400205.md,b2fa6819ea536a343bfe9c120fa466e8fd28518ef475206773f2b0a3fd4ae077,7298cc68c4c4030977fad7ed6a774cc245ebd90031666ecf43014737a30615e6,TRUE,TRUE,59488,9048,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/GBMF6cWHmQwzDF4qzpq7Qmd/?lang=pt,2026-06-04T00:08:18Z,732,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1405,S0011-52582024000400206,"Dos Intrépidos Gaúchos aos Responsáveis Homens de Camisa Azul: Moralidade, Sociabilidade e Hierarquia na Sociedade do Agronegócio","From Intrepid Gauchos to the Responsible Blue-Collar Men: Morality, Sociability and Hierarchy in Agribusiness Society",Gustavo Meyer; Cleyton Gerhardt,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.337,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1405_S0011-52582024000400206.md,86b95efd3c6a4c6b6eade7c4e99f909c00d6dd8fadceb9a23286cd474bd7b8b3,17051dac9daff684d8fea05ef87f557715390e4eb9a9fefb2f3c59003f11b973,TRUE,TRUE,77146,11875,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/qPp6GRRqHgf55XqvxVrwLkp/?lang=pt,2026-06-04T00:08:18Z,1076,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1406,S0011-52582024000400207,A Difusão das Comissões de Heteroidentificação nas Universidades Públicas: Instituições e Mudança Organizacional,The diffusion of racial validation panels in public universities - institutions and organizational change,Adriana S. R. Dantas; Ana Maria F. Almeida,2024,1678-4588,Dados,10.1590/DADOS.2024.67.4.347,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1406_S0011-52582024000400207.md,ebd72c2ca059054dec6f5c72a4d79cce8701bb4833dda277e55601aceb6f13a9,aff24a0f89ffad619c2004ed56d5ea69e5b20f0c319f088883e4eeb55d3472ec,TRUE,TRUE,51781,7610,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/fjGyDkKy3CQHFzszLZQSNjh/?lang=pt,2026-06-04T00:08:19Z,933,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1407,S0011-52582024000400208,Reeleição de Prefeitos e o Enfrentamento à Pandemia de Covid-19 em 2020,Mayor Reelection and COVID-19 Response in 2020,Vitor de Moraes Peixoto; João Gabriel Ribeiro Pessanha Leal; Larissa Martins Marques; Renato Barreto de Souza,2024,0011-5258,Dados,10.1590/DADOS.2024.67.4.331,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1407_S0011-52582024000400208.md,cc3208df424376ba01aa5ba08df653868f4049c30851dcf89e07c02bc0286ca3,15516ff00c6e3a79f116e4acd43764c690e3c8b87eef0eb00dd279b9f4e6a73d,TRUE,TRUE,48383,7424,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/rrmHDstxPX5MNTfKMJPDRXw/?lang=pt,2026-06-04T00:08:19Z,1113,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1408,S0011-52582025000100200,A Dimensão Partidária-Eleitoral do Programa Minha Casa Minha Vida,The Partisan-Electoral Dimension of the Minha Casa Minha Vida Program,Sergio Simoni Junior; Edney Cielici Dias,2025,0011-5258,Dados,10.1590/DADOS.2025.68.1.344,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1408_S0011-52582025000100200.md,07b47de36854658f069ab3f6d1a58279c1d2df3e9293070bc46ac2f2fc3174fb,1bf2265682acc74c8a4db391ba3fae72acb579ea40c9be494b947457282714bc,TRUE,TRUE,43288,6583,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/RvsnstHK4KqSpwFzBZvDYjz/?lang=pt,2026-06-04T00:08:19Z,1048,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
1409,S0011-52582025000100201,A Paz sem Consenso: Os Discursos das Elites Militares e Ex-guerrilheiras Sobre o Acordo com as FARC-EP na Colômbia,Peace Without Consensus: The Discourse of the Military and Former Guerrilla Elites on the Agreement with the FARC-EP in Colombia,Jerónimo Ríos Sierra,2025,1678-4588,Dados,10.1590/DADOS.2025.68.1.342,research-article,es,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/1409_S0011-52582025000100201.md,35426e15d5dbcd9da9a0bf512f8d2332eccb2bff133b2fa726d457197250a21e,6344cbbcc91608588309766b1aa1a48a0334032f02849108107c784135eefb93,TRUE,TRUE,69359,10990,articlemeta_fulltexts_html,http://www.scielo.br/j/dados/a/NhyZRZJ4TR7hD4rmjcxpCGd/?lang=es,2026-06-04T00:08:20Z,896,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
